"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","degree.layout","Eccentricity","IsSingleNode","Kmeans","MCODE_Cluster","MCODE_Node_Status","MCODE_Score","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Ortholog","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","X_Code"
"2.7857142857142856","0.040293040293040296","0.358974358974359","0.8","5","5","5","false","Cluster 2","Cluster 1","Seed","4.0","GstD2","4.4","0","5","Human","0","0.6428571428571429","false","0","GstD2","22","0.7333333333333333",""
"1.0","1.0","1.0","0.0","5",,"1","false","","","Unclustered","0.3333333333333333","Rel","1.0","0","5","Human","0","1.0","false","0","Rel","20","0.0",""
"1.8","0.0","0.5555555555555556","0.0","1",,"2","false","Cluster 2","","Unclustered","0.0","HHEX","5.0","0","1","Human","0","0.8400000000000001","false","0","HHEX","0","0.0",""
"3.0","0.0","0.3333333333333333","1.0","2","2","5","false","Cluster 2","Cluster 3","Clustered","2.0","SPE","3.5","0","2",,"0","0.6666666666666666","false","0","SPE","0","0.7",""
"1.8","0.0","0.5555555555555556","0.0","1",,"2","false","Cluster 2","","Unclustered","0.0","Arc1","5.0","0","1",,"0","0.8400000000000001","false","0","Arc1","0","0.0","Female"
"2.4285714285714284","0.14285714285714288","0.411764705882353","0.3333333333333333","3","3","4","false","Cluster 2","Cluster 4","Seed","2.0","Hsp70Aa","2.6666666666666665","0","3","Human","0","0.7142857142857143","false","0","Hsp70Aa","30","0.4666666666666667",""
"2.3076923076923075","0.2948717948717949","0.43333333333333335","0.16666666666666666","4","4","4","false","","Cluster 2","Clustered","2.0","puc","2.5","0","4","Human","0","0.782051282051282","false","0","puc","46","0.3333333333333333",""
"1.0","0.0","1.0","1.0","2","2","1","false","Cluster 2","Cluster 5","Seed","2.0","PGRP-SA","2.0","0","2","Human","0","1.0","false","0","PGRP-SA","0","1.0",""
"1.0","0.0","1.0","1.0","2","2","1","false","Cluster 2","Cluster 5","Clustered","2.0","GNBP1","2.0","0","2",,"0","1.0","false","0","GNBP1","0","1.0",""
"3.5714285714285716","0.0","0.27999999999999997","1.0","3","3","6","false","Cluster 2","Cluster 1","Clustered","3.0","GstD8","5.0","0","3","Human","0","0.48571428571428565","false","0","GstD8","0","1.0",""
"1.8","0.0","0.5555555555555556","0.0","1",,"2","false","Cluster 2","","Unclustered","0.0","CG13117","5.0","0","1",,"0","0.8400000000000001","false","0","CG13117","0","0.0",""
"1.0","0.0","1.0","1.0","2","2","1","false","Cluster 2","Cluster 5","Clustered","2.0","PGRP-SD","2.0","0","2","Human","0","1.0","false","0","PGRP-SD","0","1.0",""
"3.642857142857143","0.0","0.27450980392156865","0.0","1",,"6","false","Cluster 2","","Unclustered","0.0","lectin-28C","4.0","0","1","Human","0","0.4714285714285714","false","0","lectin-28C","0","0.0",""
"2.0","0.6043956043956045","0.5","0.16666666666666666","4","4","3","false","","Cluster 4","Clustered","2.0","Hsp23","3.0","0","4","Human","0","0.8","false","0","Hsp23","142","0.3125",""
"1.0","1.0","1.0","0.0","5",,"1","false","","","Unclustered","0.3333333333333333","Raf","1.0","0","5","Human","0","1.0","false","0","Raf","20","0.0","Female"
"2.1538461538461537","0.0","0.4642857142857143","1.0","3","3","3","false","Cluster 2","Cluster 2","Seed","3.0","Spn27A","4.666666666666667","0","3","Human","0","0.8076923076923078","false","0","Spn27A","0","0.5833333333333334",""
"3.642857142857143","0.0","0.27450980392156865","0.0","1",,"6","false","Cluster 2","","Unclustered","0.0","CG9733","4.0","0","1",,"0","0.4714285714285714","false","0","CG9733","0","0.0",""
"3.230769230769231","0.0","0.30952380952380953","0.0","1",,"5","false","Cluster 2","","Unclustered","0.0","Mrp4","4.0","0","1","Human","0","0.6282051282051282","false","0","Mrp4","0","0.0",""
"2.7142857142857144","0.39560439560439564","0.3684210526315789","0.0","4",,"5","false","","","Unclustered","0.4","Smox","1.5","0","4","Human","0","0.6571428571428571","false","0","Smox","84","0.25",""
"1.7692307692307692","0.5128205128205128","0.5652173913043479","0.4","5","5","3","false","","Cluster 2","Clustered","3.0","PPO1","3.8","0","5",,"0","0.8717948717948718","false","0","PPO1","80","0.34545454545454546",""
"3.642857142857143","0.0","0.27450980392156865","0.0","1",,"6","false","Cluster 2","","Unclustered","0.0","wb","4.0","0","1","Human","0","0.4714285714285714","false","0","wb","0","0.0",""
"2.857142857142857","0.0","0.35","1.0","4","4","5","false","Cluster 2","Cluster 1","Clustered","4.0","GstD5","5.0","0","4","Human","0","0.6285714285714286","false","0","GstD5","0","0.8333333333333334",""
"1.8","0.0","0.5555555555555556","0.0","1",,"2","false","Cluster 2","","Unclustered","0.0","bmm","5.0","0","1","Human","0","0.8400000000000001","false","0","bmm","0","0.0",""
"2.2142857142857144","0.4395604395604396","0.45161290322580644","0.3333333333333333","3","3","4","false","Cluster 2","Cluster 4","Clustered","2.0","GstE8","3.6666666666666665","0","3","Human","0","0.7571428571428571","false","0","GstE8","96","0.4166666666666667",""
"2.7857142857142856","0.040293040293040296","0.358974358974359","0.8","5","5","5","false","","Cluster 1","Clustered","4.0","GstD1","4.4","0","5","Human","0","0.6428571428571429","false","0","GstD1","22","0.7333333333333333",""
"2.7857142857142856","0.040293040293040296","0.358974358974359","0.8","5","5","5","false","","Cluster 1","Clustered","4.0","GstD7","4.4","0","5","Human","0","0.6428571428571429","false","0","GstD7","22","0.7333333333333333",""
"2.1538461538461537","0.0","0.4642857142857143","1.0","3","3","3","false","Cluster 2","Cluster 2","Clustered","3.0","Sp7","4.666666666666667","0","3","Human","0","0.8076923076923078","false","0","Sp7","0","0.5833333333333334",""
"3.076923076923077","0.0","0.32499999999999996","0.0","1",,"5","false","Cluster 2","","Unclustered","0.0","CG6749","5.0","0","1","Human","0","0.6538461538461539","false","0","CG6749","0","0.0",""
"1.8","0.0","0.5555555555555556","0.0","1",,"2","false","Cluster 2","","Unclustered","0.0","Sp1","5.0","0","1","Human","0","0.8400000000000001","false","0","Sp1","0","0.0",""
"3.357142857142857","0.0","0.2978723404255319","0.0","1",,"5","false","Cluster 2","","Unclustered","0.0","Hsp70Ba","3.0","0","1","Human","0","0.5285714285714286","false","0","Hsp70Ba","0","0.0",""
"2.4615384615384617","0.0","0.40625","1.0","2","2","4","false","Cluster 2","Cluster 2","Clustered","2.0","Irc","5.0","0","2","Human","0","0.7564102564102564","false","0","Irc","0","0.625",""
"2.2142857142857144","0.4945054945054945","0.45161290322580644","0.6","5","5","4","false","Cluster 2","Cluster 1","Clustered","4.0","GstD9","4.6","0","5","Human","0","0.7571428571428571","false","0","GstD9","126","0.55",""
"1.7692307692307692","0.5641025641025641","0.5652173913043479","0.26666666666666666","6","6","3","false","Cluster 2","Cluster 2","Clustered","3.0","Hayan","3.0","0","6",,"0","0.8717948717948718","false","0","Hayan","88","0.3148148148148148",""
"2.6923076923076925","0.0","0.3714285714285714","0.0","1",,"4","false","Cluster 2","","Unclustered","0.0","Spn28Dc","6.0","0","1","Human","0","0.717948717948718","false","0","Spn28Dc","0","0.0",""
