"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","degree.layout","Eccentricity","IsSingleNode","Kmeans","MCODE_Cluster","MCODE_Node_Status","MCODE_Score","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Ortholog","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","X_Code"
"3.1923076923076925","0.0","0.3132530120481927","1.0","2","2","6","false","Cluster 6","Cluster 1","Clustered","2.0","Rm62","4.5","0","2","Human","0","0.6868131868131868","false","0","Rm62","0","0.6428571428571429",""
"2.8846153846153846","0.10153846153846154","0.3466666666666667","0.3333333333333333","3","3","5","false","Cluster 6","Cluster 1","Clustered","2.0","ref(2)P","4.333333333333333","0","3","Human","0","0.7307692307692307","false","0","ref(2)P","180","0.5",""
"3.6923076923076925","0.0010256410256410256","0.2708333333333333","0.6666666666666666","3","3","6","false","Cluster 6","Cluster 1","Clustered","1.6666666666666667","Atg101","3.3333333333333335","0","3","Human","0","0.6153846153846153","false","0","Atg101","2","0.6666666666666666",""
"3.1923076923076925","0.0","0.3132530120481927","0.0","1",,"5","false","Cluster 6","","Unclustered","0.0","Klc","7.0","0","1","Human","0","0.6868131868131868","false","0","Klc","0","0.0",""
"3.6153846153846154","0.0","0.2765957446808511","0.0","1",,"7","false","Cluster 6","","Unclustered","0.0","egh","6.0","0","1",,"0","0.6263736263736265","false","0","egh","0","0.0",""
"3.269230769230769","0.0","0.3058823529411765","0.0","1",,"5","false","Cluster 6","","Unclustered","0.0","CG7139","5.0","0","1","Human","0","0.6758241758241759","false","0","CG7139","0","0.0",""
"3.1923076923076925","0.0","0.3132530120481927","0.0","1",,"5","false","Cluster 6","","Unclustered","0.0","l(2)gd1","7.0","0","1","Human","0","0.6868131868131868","false","0","l(2)gd1","0","0.0",""
"3.6538461538461537","0.07794871794871795","0.2736842105263158","0.3333333333333333","4","4","6","false","","Cluster 1","Clustered","1.6666666666666667","Atg13","2.5","0","4","Human","0","0.620879120879121","false","0","Atg13","128","0.5625",""
"4.615384615384615","0.0","0.21666666666666667","0.0","1",,"7","false","Cluster 6","","Unclustered","0.0","Decay","4.0","0","1","Human","0","0.4835164835164836","false","0","Decay","0","0.0",""
"3.6153846153846154","0.0","0.2765957446808511","0.0","1",,"7","false","Cluster 6","","Unclustered","0.0","Lsd-2","6.0","0","1","Human","0","0.6263736263736265","false","0","Lsd-2","0","0.0",""
"2.6538461538461537","0.21282051282051284","0.37681159420289856","0.06666666666666667","6","6","6","false","","Cluster 1","Clustered","2.0","foxo","2.6666666666666665","0","6","Human","0","0.7637362637362638","false","0","foxo","264","0.2222222222222222","Female"
"2.423076923076923","0.11538461538461539","0.41269841269841273","0.0","3",,"5","false","Cluster 6","","Unclustered","0.5","cbt","6.333333333333333","0","3","Human","0","0.7967032967032966","false","0","cbt","164","0.38095238095238093",""
"2.230769230769231","0.29979487179487174","0.4482758620689655","0.047619047619047616","7","7","4","false","","Cluster 1","Clustered","2.0","tkv","2.5714285714285716","0","7","Human","0","0.8241758241758241","false","0","tkv","372","0.20634920634920634","Male"
"2.6538461538461537","0.04071794871794872","0.37681159420289856","0.3333333333333333","3","3","5","false","Cluster 6","Cluster 1","Clustered","2.0","Sox102F","5.666666666666667","0","3","Human","0","0.7637362637362638","false","0","Sox102F","44","0.4444444444444444",""
"2.769230769230769","0.07846153846153846","0.3611111111111111","0.3333333333333333","3","3","5","false","Cluster 6","Cluster 1","Clustered","2.0","AGO2","4.333333333333333","0","3","Human","0","0.7472527472527473","false","0","AGO2","110","0.4",""
