"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","degree.layout","Eccentricity","IsSingleNode","Kmeans","MCODE_Cluster","MCODE_Node_Status","MCODE_Score","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Ortholog","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","X_Code"
"2.4810996563573884","0.01791521377491202","0.40304709141274236","0.6195652173913043","24","24","6","false","","Cluster 3","Clustered","13.883333333333333","wupA","25.791666666666668","0","24","Human","0","0.9764904816451209","false","0","wupA","13198","0.15261341222879685",""
"2.5463917525773194","0.011183622535739563","0.3927125506072875","0.5221674876847291","29","29","5","false","","Cluster 3","Clustered","13.883333333333333","Argk1","22.79310344827586","0","29",,"0","0.9754540991654393","false","0","Argk1","12714","0.1499546279491833","Female"
"2.93127147766323","0.0010368746234679556","0.3411488862837046","0.8756613756613757","28","28","6","false","","Cluster 2","Clustered","23.926153846153845","Rpt3","30.714285714285715","0","28","Human","0","0.9693448971799488","false","0","Rpt3","2118","0.3530377668308703",""
"3.0927835051546393","0.029377415397957764","0.3233333333333333","0.03571428571428571","8",,"5","false","","","Unclustered","2.0","Snr1","7.125","0","8","Human","0","0.9667812142038945","false","0","Snr1","17950","0.13858695652173914",""
"5.580756013745704","0.0","0.17918719211822662","0.0","1",,"8","false","Cluster 4","","Unclustered","0.0","trpl","5.0","0","1","Human","0","0.9272895870834015","false","0","trpl","0","0.0",""
"3.70446735395189","0.001054823792727943","0.2699443413729128","0.3333333333333333","3","3","6","false","Cluster 4","Cluster 8","Clustered","2.0","SdhA","6.666666666666667","0","3","Human","0","0.9570719467626684","false","0","SdhA","386","0.37254901960784315",""
"2.88659793814433","0.009247113254378906","0.3464285714285714","0.39285714285714285","8",,"5","false","","","Unclustered","5.0","ref(2)P","28.125","0","8","Human","0","0.970054000981836","false","0","ref(2)P","5550","0.2978723404255319",""
"2.790378006872852","4.5278690816881445E-4","0.35837438423645324","0.8011695906432749","19","19","6","false","Cluster 4","Cluster 3","Clustered","13.382352941176471","ox","44.89473684210526","0","19","Human","0","0.9715813014782088","false","0","ox","804","0.42756892230576443",""
"2.752577319587629","0.008226165498023238","0.36329588014981273","0.5933333333333334","25","25","6","false","","Cluster 3","Clustered","11.852941176470589","CG15098","35.68","0","25",,"0","0.9721813123874979","false","0","CG15098","7886","0.32697247706422017",""
"4.274914089347079","0.0","0.23392282958199356","0.0","1",,"7","false","Cluster 4","","Unclustered","0.0","Jheh1","6.0","0","1","Human","0","0.9480172366770305","false","0","Jheh1","0","0.0",""
