FlyBase.ID,Symbol,FB_Day5,FB_Day7,FB_Day14,FB_Day21,FB_Day28,FB_Day35,FB_Day42,FB_Day49,FB_Day56,FB_Day63,FB_Day70,FH_Day5,FH_Day7,FH_Day14,FH_Day21,FH_Day28,FH_Day35,FH_Day42,FH_Day49,FH_Day56,FH_Day63,FH_Day70,MB_Day5,MB_Day7,MB_Day14,MB_Day21,MB_Day28,MB_Day35,MB_Day42,MB_Day49,MB_Day56,MB_Day63,MB_Day70,MH_Day5,MH_Day7,MH_Day14,MH_Day21,MH_Day28,MH_Day35,MH_Day42,MH_Day49,MH_Day56,MH_Day63,MH_Day70
FBgn0033728,Cpr49Ae,59.83235,40.14635,25.30214,21.78287,18.15637,11.92601,12.85341,13.43261,15.28393,10.33089,10.62087,46.23061,31.045105,16.85589,21.02846,11.199533,14.336065,10.261603,9.231443,9.315406,6.489424,4.186225,82.12127,42.47872,36.82538,22.57509,20.53479,26.96779,17.94904,12.767,13.50019,13.67081,11.3459,62.4203,32.548745,28.971305,22.25538,21.78045,19.28723,10.025986,10.209865,7.874163,8.776754,6.246867
FBgn0001128,Gpdh1,793.0632,610.8573,559.6035,488.5383,373.6039,343.7694,312.3851,314.9092,271.9953,237.7185,250.0375,483.0667,492.4927,442.4389,379.0873,283.1783,336.3398,282.6702,259.5814,231.2454,209.3407,194.8215,960.6669,619.9597,501.0946,422.2475,362.2268,366.9633,263.873,284.3306,237.1005,230.2929,230.4798,398.1414,351.8716,294.843,267.226,228.4396,216.3193,216.214,234.5716,157.6798,157.064,141.3129
FBgn0014018,Rel,168.1018,153.7238,210.5286,254.8948,263.5086,261.9644,313.3472,268.5119,302.9482,334.2101,382.5226,137.3772,141.1637,157.2894,187.9358,203.1232,228.4349,260.1062,369.6053,337.3836,320.8554,365.3435,148.8545,145.0161,181.2537,169.9329,161.1349,203.48,226.477,243.8992,252.3749,255.4457,303.6551,119.2862,135.6048,134.9537,134.7078,160.4332,171.9165,225.8471,250.2646,243.3139,256.6638,299.2317
FBgn0017567,ND-23,269.56755,225.8246,224.63295,245.75675,199.6286,155.43225,148.53135,114.0637,106.3266,86.97497,79.19272,95.78529,103.5846,87.57224,93.2748,74.85684,87.45314,68.6354,72.0269,70.47627,69.2087,68.10429,298.4853,241.5738,191.2674,201.9015,206.0183,204.2682,132.769,156.5153,128.2432,123.3226,104.9364,151.899,122.36125,105.89538,110.9375,97.75187,100.87761,107.98605,114.79355,104.35465,85.05707,81.03323
FBgn0004507,Glyp,1079.4029,583.2576,448.5701,312.2606,267.4045,275.4253,259.624,306.7063,316.3536,273.947,286.9289,527.3979,431.0745,347.3773,320.1662,291.4998,326.7688,287.6035,394.2909,368.5133,363.1582,362.056,1241.463,801.5539,645.8249,475.0355,457.3222,556.5255,383.8489,409.0677,325.5625,313.746,306.5143,565.3562,462.3168,452.4649,381.7516,390.9191,407.8969,387.6895,386.4667,335.6575,337.3997,349.2677
FBgn0031436,ND-B17.2,258.70515,202.5866,173.8049,162.91955,121.9598,100.97665,99.18538,89.77257,82.15756,64.84025,67.57039,90.98014,92.86626,79.0384,80.44061,61.2425,64.48085,60.18564,59.02457,57.78574,53.43718,58.57903,267.45775,206.69345,148.52705,125.25675,112.02705,137.0835,82.72348,101.85904,85.56144,93.03639,84.74041,145.48865,108.31695,72.4635,77.50098,63.1675,62.05953,82.19834,89.22527,72.83143,58.83434,52.07145
FBgn0033724,CG8501,16.29228,16.77272,23.17449,30.04139,37.60135,39.23085,46.89838,35.54598,39.35577,50.19658,48.63602,6.926102,8.182516,9.618756,10.736691,9.783948,12.9669,18.245245,18.722505,18.686415,22.59461,30.965025,11.39306,9.607091,14.31027,17.97568,17.328715,25.968065,21.301855,23.887435,23.86757,35.01875,41.55293,4.444203,6.309502,6.572985,8.474842,9.471779,9.029566,11.50734,14.905425,7.073341,14.421685,15.88813
FBgn0003360,sesB,4013.466,3307.935,2458.823,2297.389,1974.74,1755.749,1595.92,1399.471,1263.586,1084.231,1076.678,2181.9475,1766.6275,1395.728,1310.883,1070.8535,1137.757,1111.8885,931.0159,1050.581,1008.5521,951.3185,5568.338,3929.417,3880.246,2269.347,2161.264,2680.092,1763.166,1581.718,1370.649,1383.615,1314.527,3506.434,2536.334,2470.309,2029.01,1969.598,1755.794,1461.428,1724.235,1639.999,1189.014,1242.839
FBgn0033807,AQP,63.96261,52.228515,38.330055,29.552265,28.083875,23.80797,20.24618,14.3224,14.448031,8.237205,9.606804,14.947015,9.652785,8.358486,7.514223,6.360898,6.988401,5.255553,4.426715,5.362538,4.048133,4.089734,93.8252,61.24062,34.35162,30.99384,36.59784,33.78104,21.09916,21.64352,17.18067,14.67482,15.87851,17.741225,12.82494,10.222939,9.837075,10.1158,8.409685,8.677507,6.566189,6.021018,3.687269,4.882609
FBgn0259219,CG42319,65.51519,60.00779,37.2525,32.88164,34.56579,27.73951,21.01445,15.81494,14.45506,13.58274,13.8755,44.71728,38.50997,36.21545,32.17862,28.60927,25.97358,26.92983,20.08389,18.82128,19.61472,21.72973,112.559,81.30463,53.91158,38.41031,44.04406,60.65644,36.2092,27.55462,22.14371,22.30287,22.86265,55.5992,36.54281,40.34938,36.75892,31.34382,29.99884,22.69215,22.36258,24.98627,15.66574,19.19298
FBgn0031461,daw,145.04615,208.3884,213.0483,179.7314,156.78285,133.6907,108.81445,79.61932,59.88339,51.94322,41.40022,126.50425,190.39265,197.2767,189.8967,196.37215,185.7785,154.57685,125.17557,96.88398,84.56086,74.58158,129.35155,128.3102,139.0126,128.14795,116.7578,106.767,68.92172,64.59615,55.89337,55.12667,47.2116,158.93565,201.4001,232.0643,217.87035,203.52445,160.65575,133.38145,124.27565,100.23932,87.25831,79.96071
FBgn0011455,ND-SGDH,428.7448,324.7881,282.3462,272.4694,204.8378,182.5111,166.9237,147.0142,147.139,128.7147,137.6414,136.1116,160.0125,129.562,129.3836,104.3499,118.6349,107.8453,104.4486,118.0839,110.3133,111.324,445.321,333.0362,280.5611,269.2542,221.645,259.4893,157.1729,184.2673,166.0029,203.9928,173.5727,207.4745,170.3552,127.6458,139.8248,117.737,119.6179,151.3032,171.5982,144.4228,127.8344,118.2673
FBgn0031771,ND-51,898.3536,776.4798,682.3278,706.1537,551.8863,452.8086,405.112,317.6111,303.1643,236.9925,231.4725,275.3002,327.6819,257.5584,291.2528,259.3787,293.6174,244.8809,260.7293,235.0133,227.1998,237.0334,907.7203,748.4142,540.6612,565.5227,565.0014,504.9009,352.937,384.8947,321.28,324.3111,269.7299,402.8354,371.0452,298.7067,332.6478,324.5793,311.2245,359.124,352.9741,332.2296,285.4496,268.2286
FBgn0010100,mAcon1,2128.3421,1757.1618,1319.1464,1342.4833,997.0462,770.2203,684.3358,601.8215,580.8984,490.7975,492.8455,611.3317,642.7959,525.9773,559.5835,524.3944,550.2318,454.344,487.6765,466.8126,437.5109,425.6931,2469.6807,2128.0939,1400.2097,1172.4116,1066.4006,1127.9027,691.4992,690.8629,577.0115,515.1976,542.2491,785.0254,657.7161,630.373,591.9559,639.2876,584.8384,531.9248,472.5903,451.6587,422.2493,449.834
FBgn0039255,mah,0.214131,0.271742,0,0.05483,0.622621,0.513802,0.278868,1.128644,0.703347,0.561081,0.564864,2.47463,1.904489,4.133663,5.315229,5.486856,8.763713,10.265955,18.550765,30.5555,36.393165,45.9241,0,0.096399,0.100729,0.094877,0.329271,0.291241,0.141285,0.105834,1.046042,0.364442,0.379595,2.113748,0.907745,2.422719,1.885078,5.228274,6.69575,17.476825,20.16276,23.146505,38.17273,57.370105
FBgn0010352,Ogdh1,1657.007,1446.4275,1203.5838,1197.6331,1056.391,796.2218,714.4485,565.2126,528.7186,478.9391,489.139,574.8738,561.636,507.0731,498.7729,464.1749,475.3478,438.4968,429.5097,398.4284,378.9119,387.3285,1990.1145,1877.486,1449.4775,1275.2945,1280.186,1375.79,874.4532,786.6128,605.744,636.0974,613.7242,680.4969,603.2461,677.062,584.3661,669.6164,620.1783,449.1381,417.2367,410.4031,378.6543,430.1296
FBgn0263748,CG43673,153.22535,210.33365,188.73025,174.65015,112.71035,73.9821,63.33552,44.74623,31.04229,14.90034,15.26278,60.71873,209.87455,71.198805,73.659675,54.427225,35.030585,27.140465,16.403564,19.770597,2.520102,3.241676,126.16965,148.22355,126.19441,98.10751,83.30989,100.85729,49.60004,44.64809,40.13096,32.19738,28.30698,128.2937,85.06376,112.627665,82.187535,70.116185,30.599215,35.912425,54.041515,9.045605,24.95177,6.138017
FBgn0039358,Idh3g,471.0297,405.0541,310.5401,304.0285,291.1655,248.071,218.3428,190.7783,170.0581,145.4447,142.0529,237.115,226.8356,199.0237,212.1568,191.002,202.6036,171.2886,177.8024,166.0839,160.787,165.4949,583.654,523.87,419.3797,334.1624,337.137,418.849,249.8265,268.8114,193.6284,185.9137,187.6857,306.4049,251.8597,266.1292,230.0719,251.9825,245.4116,201.9198,226.305,171.3371,166.9127,198.0315
FBgn0036750,CG6034,6.519425,7.145605,4.401699,3.529735,2.945955,1.617125,1.676717,1.488792,1.552827,1.683243,1.424087,6.058786,3.699335,5.713328,3.371822,3.906524,3.612895,1.935229,0.975743,2.215601,2.051817,2.384404,9.257552,10.854945,7.428016,7.075139,2.39897,2.370231,1.416603,0.79668,0.753629,0.413804,0.640107,4.053271,3.150009,3.2271,2.142693,3.589207,2.2998,1.156296,1.393337,2.037528,1.14885,1.42262
FBgn0016691,ATPsynO,982.1667,644.6952,488.6628,466.2106,292.1003,272.6993,236.2206,236.2964,238.271,170.7259,192.4406,208.0268,211.2246,157.6637,165.3138,130.9584,156.4323,134.908,137.1591,142.2082,127.6428,128.0573,900.1174,530.0562,357.4519,338.4116,299.2939,288.9943,183.6661,215.9199,195.5086,255.3106,175.7747,298.0505,237.2411,165.5037,187.0757,158.0866,151.9188,201.3459,207.6196,183.3227,144.8163,118.4836
FBgn0034997,Asm,42.25152,32.01214,33.12716,41.41381,31.02572,39.65892,43.41217,56.37888,66.09453,57.87741,80.8256,44.38404,39.5557,33.71402,39.28679,38.41573,44.70215,59.6597,70.57138,81.30702,78.31678,87.92722,29.60824,22.52985,26.23574,25.55476,24.76953,41.4757,35.86764,47.69698,53.22842,72.07384,59.72645,32.77981,26.40586,25.75509,22.54025,23.36755,31.58995,32.51857,38.44078,42.29724,49.07131,50.35419
FBgn0032013,Scg?,3.991134,3.227474,2.292757,2.82667,3.812745,2.44041,3.023039,1.972115,1.671141,2.179177,1.982305,26.67463,28.65568,23.51088,22.26574,19.56717,18.24787,16.42743,15.90335,12.43789,10.4259,14.13551,5.536976,4.472447,3.085483,3.540769,2.612569,4.517435,2.930212,3.666543,2.882927,1.877347,2.324714,35.35398,32.39427,32.2222,28.10155,27.53019,28.02848,20.07827,19.10479,16.69332,14.99042,18.98847
FBgn0039112,SdhD,216.0035,175.2859,153.74515,152.95245,113.23235,89.58385,82.84464,71.54771,66.14329,53.38406,55.94412,71.69924,77.66036,59.6822,62.79498,53.79923,56.08054,48.57153,41.18588,45.37123,39.11518,42.13791,246.67835,185.1861,152.79685,119.4717,112.06665,117.99235,74.76908,81.87707,70.06884,72.81901,61.02457,120.78955,97.8088,72.69069,75.22693,72.72749,64.38366,72.54796,74.66433,69.03008,53.31244,49.17255
FBgn0025712,CG13920,17.40404,12.87118,10.790355,9.741935,12.719675,8.858629,8.743525,6.533017,7.680176,5.770055,5.738261,16.15215,17.685115,12.278995,12.483575,11.76789,12.163625,11.31429,10.290808,9.274794,8.629903,10.5149,36.5622,27.46071,17.825325,12.92935,15.70627,14.6921,11.433665,10.387365,6.974063,8.491136,8.748131,27.20585,22.77354,22.15726,20.51754,20.72371,20.07219,16.80525,16.3095,18.17038,12.51779,13.49473
FBgn0039594,snu,191.8038,186.9889,169.7,149.859,152.3801,142.1973,119.4293,122.1506,115.059,101.2991,106.6795,243.4411,275.5807,250.2032,262.8392,255.9443,265.5324,241.2912,250.7021,228.4181,215.3241,212.9076,310.9515,301.7962,263.0292,284.7725,242.5163,186.0675,240.5101,200.209,160.6985,158.6367,154.4664,344.2203,355.2423,340.6895,295.2951,338.7577,315.149,260.7933,268.209,199.7736,199.481,239.1764
FBgn0031700,CG14022,67.014831,65.832197,44.758984,39.033477,30.838807,20.599159,17.555752,11.576162,7.353054,6.250339,7.960913,18.524386,11.082268,10.422552,10.649099,7.711392,6.132618,5.60102,5.823065,6.573872,5.981733,5.048829,102.28827,69.57919,36.68695,37.51892,32.92212,31.45788,24.98621,23.1252,15.30515,16.96942,14.86889,12.840893,6.663118,7.748904,7.85098,6.52852,6.802771,6.421211,7.389062,4.72227,4.205389,5.878624
FBgn0036728,UQCR-Q,453.9733,317.0334,277.8595,262.21945,177.7797,149.3093,132.2436,119.4906,113.0951,89.64617,97.56825,132.3229,129.4365,94.06105,93.69814,78.78516,85.65608,66.36857,65.45051,69.27549,63.19971,71.27226,599.0071,415.8895,356.1284,221.7839,197.6772,300.3408,124.8517,131.4168,129.2837,129.0628,109.5523,178.69565,127.46633,85.47575,100.26666,78.6234,74.33552,94.03525,93.37413,87.69695,66.02384,53.3844
FBgn0263006,SERCA,1984.8175,1444.3889,782.9409,636.6922,567.6761,520.5565,496.0806,444.7372,411.1628,397.063,439.3378,1311.9485,874.9395,580.1848,477.9728,438.7556,435.3108,405.7194,455.8682,429.8607,394.0399,429.7537,4438.3065,3103.2315,1408.5369,844.3856,731.8519,825.2138,567.1481,518.9871,384.6462,375.5149,387.4033,1358.4895,831.4203,567.1476,429.7228,399.5899,374.126,254.2297,261.8512,229.5419,252.6906,287.2886
FBgn0039737,CG7920,934.7271,784.6482,710.8474,764.6236,621.731,526.0065,519.26,449.2615,434.7034,394.3121,395.4364,433.3918,492.5188,458.5378,459.5118,440.6642,494.7627,409.807,461.8112,489.4796,463.178,420.9065,1049.1974,876.1559,832.9353,755.3845,675.9657,746.3287,493.1667,498.745,453.1114,413.9688,389.1349,572.2363,547.2155,512.1451,527.4782,497.9633,490.0775,542.3305,547.0546,500.321,475.204,424.4602
FBgn0032222,Cox10,105.87166,88.86892,82.30614,86.34274,60.24572,59.1259,52.85581,42.69647,42.08554,32.87527,32.3186,38.87128,47.12524,42.59182,41.04355,35.30969,38.38583,36.05939,29.82113,34.68946,32.01002,34.42853,109.62936,96.23011,75.95249,69.58773,65.60089,63.98049,47.16425,47.07046,41.2223,48.08259,39.24575,66.38713,58.50481,51.92524,53.98773,50.9036,48.46483,44.48753,52.37069,45.73156,38.0598,36.95362
FBgn0000116,Argk1,2905.9545,2012.768,1707.8705,1639.892,1303.8395,1147.924,1098.1805,943.6092,927.8569,729.0698,772.4322,1507.885,1406.1005,1092.9025,1032.3455,963.8895,1023.5136,834.2899,841.9874,871.5264,799.1828,815.003,4948.826,2815.3535,1838.283,1430.0105,1340.1365,1450.0945,1067.2794,997.9239,787.5254,928.945,830.5833,2603.383,2134.077,1949.688,1806.111,1617.729,1543.399,1339.758,1373.071,1400.974,1065.767,1100.73
FBgn0031942,CG7203,22.474627,8.118585,2.663544,1.798821,1.045745,1.969474,1.022947,2.036914,1.350889,1.818231,2.669475,22.354379,11.030352,7.502126,4.705906,2.570798,2.598853,2.359241,2.867814,3.163095,2.155915,3.157064,45.513341,7.453217,2.728809,2.925506,1.745827,1.37659,1.286192,0.883687,1.552452,1.550718,1.523377,31.593232,8.937894,6.211837,3.95896,4.253778,3.214539,2.244066,1.433716,2.543034,1.167197,2.16589
FBgn0033928,Arc2,9.166719,9.216853,12.620105,14.48128,15.03916,18.840015,17.399325,15.58411,18.250325,16.01624,17.084785,2.763736,4.021852,3.000192,4.068061,5.324119,7.15154,9.681307,10.832935,13.65483,15.702565,16.718235,9.116792,8.290287,8.536033,11.899608,12.285815,15.664815,16.77573,19.71312,17.31751,20.54296,19.595255,3.289483,2.92375,3.366832,4.489422,4.319964,7.828792,11.90277,11.941695,14.92022,15.73312,18.543285
FBgn0040609,CG3348,207.52965,239.0334,241.6232,165.23315,135.1229,106.76578,93.06249,57.79134,32.27421,24.02435,17.87789,59.666385,81.10638,51.722815,28.044305,34.05383,33.40939,28.875705,13.560845,10.87741,6.760023,5.690812,114.82456,160.0772,139.17132,109.2429,80.62497,67.24498,36.19621,30.33303,27.91613,21.16241,19.91564,11.705043,15.495335,8.002226,10.096825,10.413753,6.356784,8.919288,7.598646,7.819814,5.872047,7.019385
FBgn0031528,CG15412,49.14142,30.5089,23.41193,22.842405,20.287905,15.766915,13.97368,8.549582,8.31381,6.885957,8.090215,12.719565,11.31874,10.3248,9.900302,10.614685,11.80998,8.749577,8.110411,8.547395,7.656216,7.691919,61.29588,38.93829,20.98783,17.77059,21.76629,18.65655,14.09085,14.00713,10.03776,10.89992,10.59887,12.720675,10.941701,8.944392,10.510907,9.888434,10.291382,9.226587,7.915344,8.35075,6.02103,9.428304
FBgn0020235,ATPsyn?,798.369,477.0133,353.9969,363.139,242.5478,219.2303,207.3208,181.9384,226.7817,164.9983,173.4359,182.5996,178.2884,142.0832,137.1325,126.4826,144.0402,104.4341,130.0089,132.4848,122.7993,111.7558,768.0638,398.3519,289.3447,272.2396,237.98,228.1642,176.1585,189.4625,183.9131,236.1258,166.1159,269.1182,205.7505,154.1922,160.9796,138.2752,131.7969,158.1376,163.3708,160.4688,127.6462,110.7014
FBgn0051664,CG31664,7.76347,5.928298,8.514319,9.994963,11.743514,10.330024,18.84704,18.594375,23.047565,19.96102,22.96802,14.32936,21.64487,26.27876,35.10463,29.82757,49.08652,47.48786,53.64343,65.20012,54.16295,58.01681,4.074264,4.811538,6.376548,8.317802,8.529421,10.158849,9.388323,11.767713,8.704604,15.84722,12.92377,17.00534,17.47747,15.63348,17.97453,17.4975,20.0477,27.63869,40.81639,26.18959,40.47201,30.68971
FBgn0052230,ND-MLRQ,688.4014,729.6481,599.2863,456.3952,367.9432,299.6959,270.7067,227.8947,205.9136,179.1934,188.5498,407.1023,266.3918,227.0072,213.1823,133.3014,156.999,170.4171,130.7416,176.7569,166.362,151.6695,852.0788,819.9121,660.7258,464.2118,403.2704,421.8548,275.5797,291.4731,241.1489,269.7788,252.3305,357.0052,275.8759,218.4212,216.264,186.2887,180.1325,186.7023,235.8277,181.9916,145.0991,130.2599
FBgn0031432,Cyp309a1,16.26034,12.92985,11.17103,14.17126,12.39026,20.38453,26.51074,33.86171,56.34654,57.46717,77.90348,4.895107,5.595956,4.641972,4.603717,7.196373,19.834165,24.563005,40.001855,48.059115,59.84911,70.824715,53.22933,27.36964,22.94806,29.22252,28.54808,39.1439,25.01954,41.97346,42.16061,92.2255,65.63195,36.12579,29.49764,16.18721,22.86454,21.01171,22.5907,37.79387,39.61937,31.28919,45.55106,35.83212
FBgn0039321,CG10550,255.17535,305.57835,271.4327,244.2228,205.6787,154.8262,137.65805,109.42675,88.52874,77.29926,84.28672,190.6953,214.6348,196.0748,197.5331,170.7713,190.1761,175.9833,169.1976,146.165,143.9371,149.385,202.98965,186.4396,153.54165,163.72695,121.4091,106.64917,89.46725,94.09723,72.10779,78.96899,85.51903,216.9116,193.8347,157.8698,154.996,144.7873,145.2867,162.9797,176.0611,119.7018,129.6721,132.5062
FBgn0013279,Hsp70Bc,1.116247,1.098029,0.718859,0.809369,1.070136,1.333081,2.149869,2.212838,2.36745,3.860072,3.838384,2.04255,1.436748,1.685517,1.677264,1.978927,2.50286,3.866104,5.817685,8.112805,5.787968,7.28365,1.403038,1.190693,1.29092,1.250164,1.198327,2.600335,2.605007,3.112696,3.05971,3.169705,4.312072,1.878171,1.853424,2.166718,2.962974,4.391013,5.756116,10.021131,9.384628,10.223757,11.336047,13.065904
FBgn0017566,ND-75,653.7687,511.2324,412.4403,452.7476,361.7316,295.1957,277.0045,226.2999,234.5694,178.762,180.7018,192.3762,217.3444,181.4334,193.0495,175.2241,199.1492,160.8784,187.5591,179.1984,164.384,159.6366,628.1357,506.3849,358.4664,371.7424,357.936,334.476,252.1156,268.6563,231.324,236.9862,208.4529,323.9808,302.7422,276.2876,270.6986,269.6567,258.8506,292.5073,233.4108,247.6229,209.9772,196.1341
FBgn0039830,ATPsynC,1845.2335,1560.123,1304.178,1294.555,1111.017,1016.558,980.1493,880.2085,791.3288,718.8089,684.0188,1017.9752,985.6747,765.8822,768.4882,671.4533,705.1274,603.6763,548.6772,589.6128,552.0788,565.8166,2792.2985,1996.7085,2035.044,1247.9955,1117.2719,1527.0155,981.1793,972.3877,831.3885,828.4902,764.9684,1424.9015,1072.5259,1011.5783,895.2761,877.9099,823.2567,682.9466,761.7391,727.0836,593.3797,598.7378
FBgn0037138,P5CDh1,121.27995,109.88154,103.84562,91.92246,98.00294,88.32999,79.1767,79.21904,63.23087,62.34219,58.39886,256.9937,264.5821,223.8438,227.912,199.6596,206.1456,196.1912,175.911,175.0069,168.3286,187.5515,210.1016,195.6073,202.7187,163.7133,163.7892,181.1821,142.6495,122.9381,103.0971,91.8283,105.1436,403.913,335.1595,381.4907,310.9018,343.8904,329.0976,221.0319,216.7308,207.7571,185.3117,228.9732
FBgn0023534,CG17778,4.291779,4.358929,4.572686,4.818654,6.571528,4.43903,4.663189,4.075703,4.735067,4.068815,3.989657,33.86787,37.20356,36.00671,31.38087,26.94908,29.59284,25.79263,23.81018,20.1062,16.58135,15.86872,4.593028,5.117527,4.929381,3.525435,3.481625,4.680012,4.069253,2.638723,2.631718,2.203975,3.294822,37.27384,41.62482,35.73607,37.2231,33.36904,30.4454,27.19785,28.44692,23.13881,16.93733,22.86259
FBgn0266064,Glys,391.0987,241.3233,184.2882,174.1853,135.7339,127.2336,128.3588,143.4658,145.2791,128.2844,133.9341,127.67155,119.2091,94.55103,91.26466,82.60752,80.67698,69.78131,96.82676,98.1077,104.98219,91.67438,465.3413,279.7255,182.9188,172.7932,158.3708,156.5011,116.7441,151.2693,131.3667,145.7223,130.6798,150.66015,108.75725,87.42812,86.54716,77.30027,76.55279,72.9858,75.12414,66.74151,70.40731,65.02145
FBgn0035176,mat,36.34721,32.03979,66.10656,133.4414,148.3719,178.48295,252.90935,296.9769,270.00995,294.32175,366.729,0.611065,0.39513,0.294763,0.593376,4.226259,18.51485,2.78922,1.95799,1.914277,2.18481,1.660477,29.95892,38.36523,52.22643,55.86329,101.93766,126.6193,136.21601,192.0559,197.90745,269.74585,397.54925,0.311955,0.111097,0.343853,1.950016,7.882522,0.734864,4.987611,1.760551,1.003812,5.05406,0.385152
FBgn0266455,CG45080,1583.5235,1929.3975,2361.6875,2559.7635,1915.8175,1347.6055,1399.0685,1066.3058,787.8865,792.5821,796.6151,66.428177,120.5578,65.2103,113.152195,25.962474,31.363827,30.553205,10.661878,25.413857,11.737164,4.113734,1538.1069,1374.1635,1487.006,1155.8405,840.9933,1072.6793,428.3668,429.836,359.4516,421.9864,310.7176,106.180931,62.436605,64.521115,186.5713,61.827765,38.583665,58.85635,9.642525,1.679678,1.408228,1.246407
FBgn0031865,Nha1,123.03034,132.70158,121.93005,127.87342,93.40812,84.69562,80.54149,58.10493,52.4809,44.56211,37.5034,15.104031,19.035571,15.640085,16.223057,17.287293,16.182664,15.005082,10.397756,10.673471,7.441117,6.250851,77.93714,92.25032,89.28934,77.55493,60.39063,48.76176,42.90098,45.22585,38.14793,35.70488,35.38984,14.824593,14.484615,7.371193,10.762907,13.359947,9.75845,11.095993,5.713915,5.719373,4.992694,4.580365
FBgn0052368,lncRNA:CR32368,14.46023,20.82696,71.09883,85.71514,109.85708,113.1981,108.28718,78.82484,95.67399,124.3391,126.79775,6.492678,7.158684,13.17613,16.995885,19.894655,24.45962,25.74182,25.301795,30.45565,39.268605,24.268075,9.812449,7.514094,19.258055,23.09294,23.892535,22.171895,32.881495,27.417745,34.35443,66.09132,62.992865,5.193868,5.14705,5.32521,5.460291,6.582506,10.105824,18.32951,19.773155,16.251864,13.024215,12.4696
FBgn0262825,lncRNA:CR43196,22.6525,32.47722,42.18693,29.58514,28.45874,26.18809,21.29997,17.88693,12.05276,11.88306,10.34491,1.398631,1.125605,1.14671,0.756655,1.566567,1.462936,2.340209,0.899064,1.075157,1.140187,0.65653,38.14436,47.646305,65.900225,44.133575,34.552775,51.776085,23.83583,21.588315,11.939792,9.648261,10.862112,0.621764,2.127101,1.936455,1.087515,2.895832,2.09488,1.401765,0.809612,1.504355,0.934706,1.219647
FBgn0032538,Vajk2,3.589973,2.401187,2.931381,0.851959,0.756901,1.623133,0.732629,1.512893,1.559865,0.910289,1.336696,10.3435,6.238937,3.426165,2.939703,2.523483,2.128215,2.403271,1.915837,1.561131,1.515544,1.540226,3.424331,2.77005,2.141961,0.849255,1.56127,2.085379,1.309192,0.641496,1.484662,1.334363,1.10654,10.100638,5.939626,2.543048,2.196008,2.560266,2.206162,1.219968,1.035499,0.9481,1.064395,1.219647
FBgn0033602,Cpr47Ee,3.161711,2.243192,1.32194,1.112191,1.871711,1.323366,0.780646,1.413818,1.204589,1.897463,2.060669,21.593755,25.74806,17.193665,13.76331,10.844525,12.036865,10.070803,10.992795,10.589335,9.062735,10.396105,4.05363,2.240422,1.392679,1.49949,1.307055,1.205266,0.918351,0.970693,0.772236,1.213844,1.071842,29.426495,21.99451,17.778435,10.665368,11.872104,9.56235,9.187375,8.490536,7.640511,7.040192,7.07359
FBgn0033853,Nadk1a,290.8658,340.137,359.4463,330.6501,264.1796,242.6543,214.6616,182.087,141.3659,143.5049,135.1886,96.77971,120.8556,113.26995,110.26505,101.7656,113.8666,111.9981,108.2563,93.8757,102.14515,96.02765,227.4028,278.3547,253.9201,242.3904,208.0591,155.3255,143.2945,137.8342,120.1791,101.2173,105.2382,75.97447,78.0213,67.64454,65.07972,66.44509,61.38201,70.38835,70.07352,60.18012,63.00556,64.24794
FBgn0030189,CG2909,16.56528,16.81985,20.95355,21.48844,23.0508,23.91714,25.57939,24.02819,28.20092,28.80645,27.23567,12.3063,16.22416,13.91893,15.5394,15.78683,20.21857,24.37899,25.67623,27.55937,26.17345,28.19344,16.50485,16.67391,18.16256,21.44474,18.49927,23.26668,23.49724,25.8425,24.34206,29.01258,26.77296,14.9473,17.53437,18.87113,18.70728,19.67477,21.20635,26.93044,22.94563,23.77883,24.03794,30.87659
FBgn0014869,Pgam1,417.7,264.3763,238.4413,200.0624,159.5524,155.2579,151.6953,155.0868,153.8645,144.3785,146.3337,191.764,197.0726,153.4408,142.8016,126.0109,144.6474,113.6319,134.7401,149.6786,140.7904,137.8186,517.768,289.5281,198.7387,207.762,172.9235,183.6587,129.4652,153.7272,138.6476,161.1113,132.8959,271.34,206.5607,155.322,145.8075,133.8312,125.5173,155.9706,174.0476,159.5854,144.2688,123.266
FBgn0038475,Keap1,48.27054,75.46171,65.40747,61.26806,59.98127,49.80405,48.70585,37.86432,30.93018,32.87527,31.84302,31.70861,48.52872,44.02044,44.81155,47.89829,38.87821,38.69588,39.54897,32.65042,29.75559,32.08364,53.43324,55.91963,56.95524,48.09809,49.54655,51.36895,39.55991,40.395,30.64889,29.11624,32.13434,41.67296,45.88037,58.22046,49.24348,54.96932,48.88775,44.40707,41.61503,33.70836,33.87087,41.87588
FBgn0033204,CG2065,41.18176,36.02983,35.06122,29.24091,20.08071,19.57586,16.0037,14.03052,13.72424,10.53807,12.76585,20.2359,22.24091,16.2024,15.82755,13.72703,13.77018,13.39548,13.9032,13.1987,10.5635,12.03016,44.16184,37.93749,32.37018,25.90967,20.32764,15.22348,13.99346,11.64504,11.23934,10.70722,12.7352,27.37455,24.587685,17.95568,17.35441,12.989935,12.891875,17.075865,16.370995,11.36939,8.809018,11.53597
