Symbol,Day5,Day7,Day14,Day21,Day28,Day35,Day42,Day49,Day56,Day63,Day70
abd-A,17.0398,14.12798,16.44796,13.0656,14.82074,19.38815,17.64644,14.28698,14.21795,12.808,12.95847
Ace,97.3119,77.45481,86.45185,67.87785,80.80584,100.32631,92.62611,67.85613,61.57297,71.4325,68.87578
nAChRbeta1,9.015072,7.200191,7.044538,4.180304,6.379764,6.790258,4.050478,4.084675,3.423903,2.822586,3.403912
Act42A,46.37611,76.86351,99.26001,89.20698,90.79812,65.60175,165.4668,135.04195,136.33895,126.93049,171.19785
Act79B,1063.8341,523.8906,267.8034,190.6313,211.4469,274.7829,210.2271,198.7512,140.9646,164.2931,166.9262
Act87E,324.5537,278.2295,268.3393,172.7024,168.9187,255.2366,194.9568,184.066,140.8424,147.1621,146.1795
Act88F,313.2269,89.02264,57.41352,72.40832,97.88102,320.27045,172.14215,272.588,182.93345,207.30825,186.6893
ade2,257.76666,176.5517,149.07088,164.42905,135.52782,122.13973,98.07051,137.46625,170.02074,259.57566,309.90416
ade3,221.3601,145.64715,112.86255,129.09845,117.39635,103.70579,91.04138,138.7668,166.72995,280.7509,254.61175
Adh,29.96928,28.41162,30.20452,29.03452,22.86229,24.44952,15.23083,16.40572,12.96055,11.38097,13.74283
al,1.067754,0.501047,0.94043,0.633466,0.728971,0.989612,1.030378,1.06419,1.169652,1.484032,0.853476
Ald,4030.628,2999.485,1857.414,1697.99,1935.319,2234.76,1525.149,1404.482,1020.864,1098.624,1046.064
AnxB9,333.6357,303.8015,303.2483,324.6271,281.9891,287.9977,346.0807,398.1308,355.3773,406.183,419.3196
Argk,4948.826,2815.3535,1838.283,1430.0105,1340.1365,1450.0945,1067.2794,997.9239,787.5254,928.945,830.5833
Arr1,6.438203,3.895185,34.208782,3.679884,76.935509,4.086424,9.367355,11.022894,41.655999,22.849201,1.897976
b,189.34745,113.12491,58.02614,52.98754,66.5061,80.30102,60.10229,63.91757,37.54861,39.02835,36.09398
baz,193.0819,169.0311,171.043,150.3964,166.2873,179.6936,197.4957,184.8165,172.6741,180.2871,188.8368
bib,17.011797,14.143965,11.592653,7.232789,8.098863,10.196103,6.281776,6.286438,7.826058,5.264711,6.808102
boss,0.871002,1.04553,1.979528,0.437646,2.781971,1.014479,1.031629,1.419348,3.07567,2.786356,1.198374
bsk,55.86857,68.06313,67.93836,62.26083,66.52511,78.43807,72.50289,63.63715,48.6829,41.33627,52.36697
bw,1.067754,1.224603,1.045283,1.008338,1.278785,1.123978,1.256935,1.213527,2.287475,2.317415,2.917771
by,173.2388,177.1009,175.8154,162.5517,155.4924,183.8646,153.1049,154.3913,125.2606,128.0659,142.9704
CecA1,17.80036,51.62239,53.84958,78.16724,25.1588,11.04102,84.1024,87.98845,157.90239,158.25555,131.82899
CecA2,9.931124,15.38601,7.776443,11.481162,3.465698,6.409668,42.589077,23.45684,86.25608,55.69853,34.261605
CecB,1.260826,0.756334,0.151093,0.28463,0.544414,0.625142,2.426485,1.650488,3.328185,1.232751,1.158679
CecC,5.333638,4.208764,1.98159,3.598909,2.376099,4.083081,8.073262,10.437302,21.832535,23.00511,24.5578
Cec2,0.376552,0.419504,0.400854,0.247892,0.292514,0.091707,0.056013,0.118172,1.034073,0.983053,0.796433
Col4a1,394.3864,224.4178,199.2387,175.8721,155.6076,140.7968,122.539,142.1127,145.1483,193.4676,132.6711
ChAT,6.999688,6.268983,4.483317,5.272817,7.016208,6.321991,6.540094,4.052224,4.436721,3.677763,4.173095
clt,31.09381,26.79916,24.64322,24.99334,22.23874,18.39322,16.5408,18.43733,16.89351,19.92463,19.38961
cm,18.22477,19.40617,17.80088,20.92325,17.48681,15.58825,11.52308,15.683,15.83949,16.81584,15.85144
comt,53.03382,45.61451,37.21813,32.75225,41.15953,35.34448,30.22423,27.06895,23.04887,18.5356,24.1604
cv-2,36.65656,36.56482,41.5502,38.53332,42.64959,52.46974,57.68457,50.02926,43.10963,47.00939,57.7886
1-Dec,3.851744,0.704502,2.103967,2.416152,5.838985,0.975163,6.748578,13.051347,28.68717,14.2246,10.462625
Hr3,1.427353,0.973514,1.933287,0.41161,1.305513,0.851215,0.730676,1.095998,2.096075,2.272523,3.16829
Cyp6a2,271.26035,191.203,190.3055,202.00005,148.49465,119.6609,86.05489,111.47979,77.69152,98.86827,100.82408
bsh,1.803906,1.57209,2.292023,1.286901,0.764185,1.441758,0.819702,1.512845,1.293262,1.462239,1.575517
eas,226.9432,205.8363,215.0977,193.1731,186.6457,206.6741,169.5967,167.5607,125.2181,123.3397,146.475
ec,17.12311,12.267015,11.843443,10.582375,9.874009,9.839695,9.931322,7.138959,9.519384,8.123807,6.936993
Eip71CD,365.48225,666.75145,540.8087,485.9747,329.2044,244.8174,178.7361,164.7066,136.48348,131.28974,66.31137
ena,67.7806,63.62346,63.09439,68.35147,67.39373,73.49876,83.3614,76.92824,65.45131,76.24382,85.59116
Eno,2114.1465,1319.919,973.2087,943.1775,823.6443,839.13,671.0027,726.4075,698.706,898.1436,727.4109
Fas3,54.07658,55.89978,65.69965,53.41194,52.10771,59.22334,97.19777,73.22,72.09973,78.10431,94.24671
fj,6.670315,5.927955,6.354901,4.417495,4.646281,4.536899,2.993736,3.760682,3.29895,3.210405,3.905135
Actn,486.9601,326.1152,235.4199,173.2816,213.3366,278.7591,212.0758,190.14,131.0759,141.3245,141.4004
fw,12.24343,7.370867,6.336492,6.267587,4.572767,6.44761,4.198021,5.50987,4.873999,5.157604,4.761156
Gapdh1,3324.6075,1437.6895,717.182,668.902,581.5131,536.9321,403.2313,453.707,437.4921,548.9233,401.0197
Gapdh2,1435.541,986.2514,836.0473,819.0734,731.8845,707.7474,578.5255,724.194,685.1821,791.7584,715.5629
Gdh,322.857,271.4902,210.9255,187.2312,171.779,177.9709,160.9334,173.2771,141.0109,128.4161,157.5902
Got2,474.6586,316.7112,269.5829,269.4551,236.4596,249.6395,205.156,271.5361,307.5731,507.5343,412.6657
Gpdh,960.6669,619.9597,501.0946,422.2475,362.2268,366.9633,263.873,284.3306,237.1005,230.2929,230.4798
Grd,2.633639,2.983031,3.12657,3.135228,2.868326,3.877158,3.902074,3.317875,3.0637,2.491487,2.920223
Gs2,740.5276,699.5294,690.4012,591.3542,515.0738,653.5334,457.1721,477.9934,403.9966,382.2312,405.9374
Hsc70-1,198.87235,144.6844,114.00193,100.0959,114.40845,117.4215,63.21948,59.32693,43.58434,36.04223,32.96066
Ide,114.01293,113.19596,118.19234,116.24954,96.02308,107.28968,83.98646,99.8324,82.38885,76.63388,97.63138
Idh,1409.347,1223.8345,1109.4975,1221.828,967.929,1016.3626,776.6621,912.5897,794.9475,805.5136,818.0658
ImpL3,67.00696,53.51176,64.23083,49.11845,44.94551,53.19563,62.01824,66.33569,85.40036,119.53147,140.55479
inaD,1.075116,0.911024,5.435971,0.437646,7.602555,0.879426,1.532385,2.273798,7.1655,4.94544,2.012155
Jon44E,70.18156,55.19156,49.95428,38.19056,26.44702,31.04479,12.16348,15.16038,17.40383,34.16301,13.51465
kar,41.86494,31.63928,29.29177,26.73962,25.35896,25.93788,20.98377,23.47907,18.70381,21.63657,19.49371
egh,118.3354,127.6293,200.2117,128.1977,141.4761,206.8428,162.159,137.1765,115.0487,115.7321,123.1633
dlg1,257.5251,219.6709,250.8276,155.8694,207.2274,247.1047,225.3511,188.0145,160.6773,181.1276,183.2474
ifc,108.8952,119.8344,134.7032,124.971,113.6589,130.1863,128.0713,136.7845,119.7405,130.1778,167.3891
esg,5.607694,8.799731,10.93173,7.113642,9.977061,16.682641,20.174547,9.559523,7.945678,10.507628,11.008168
Gli,74.65648,67.36008,75.19909,68.92646,67.84384,66.30021,72.21523,77.10997,70.24297,75.39572,90.12197
ND-B17,210.17323,146.65729,115.274,105.44046,91.78361,86.98559,62.5506,78.68404,69.7803,88.06094,62.34041
Cyp303a1,1.831902,1.619724,3.092699,1.605068,1.782584,1.529435,2.680656,1.523897,1.432831,1.120894,1.225623
l(2)37Bb,28.9834,30.99759,30.23647,33.41992,27.00813,32.96403,24.71029,26.27169,26.86744,33.93129,25.47813
sas,42.35047,47.22841,48.18299,45.88129,42.89565,41.18447,44.64866,43.19932,33.13176,34.1985,35.76435
Lsp1alpha,0.576987,0.693845,1.343345,1.098582,0.945656,1.76121,1.419107,1.725156,2.013668,3.40655,3.642264
Lsp1gamma,10.269312,3.590004,1.489285,0.728343,1.305513,1.238194,1.672027,2.097857,2.069488,2.600457,2.443798
Rab32,45.74535,50.32545,46.06548,48.83966,42.62805,40.85469,33.50007,34.95851,35.73562,25.77405,27.33132
Mal-A1,2388.561,1604.409,1828.742,2126.869,1932.071,2922.735,2096.378,2616.175,2343.997,2850.418,2923.847
lz,1.451669,0.49152,1.730798,0.364171,1.272613,1.0709,0.789192,1.157687,2.080115,2.005223,1.744195
E(spl)m2-BFM,1.333772,0.699173,1.58486,0.469749,0.911985,1.123978,0.717298,0.927833,0.813439,0.744903,1.086739
E(spl)m3-HLH,2.266678,3.368626,4.801998,3.872837,4.523666,5.213447,4.191762,3.484754,4.3636,4.832279,4.877787
Map205,205.9903,193.9564,224.5982,192.4639,247.8869,356.704,385.312,319.9552,272.8698,300.3154,330.1339
Men,1177.7157,1160.649,1267.3164,1120.786,952.5853,1215.6732,743.1548,897.0413,850.7603,856.4408,843.906
E(spl)malpha-BFM,0.290334,0.805099,0.650614,0.648801,1.084198,1.863336,1.337199,1.4304,1.458076,1.510017,2.292468
Mlc1,874.9199,559.8403,460.4647,294.6891,351.5485,492.7003,350.7206,331.7347,228.7499,234.7294,260.0246
Mlc2,3596.841,1822.328,1547.013,1315.869,1404.949,1867.577,1710.024,1759.613,1254.994,1693.022,1528.085
mle,42.24361,40.77891,40.55249,36.81947,46.79214,42.73611,43.63033,49.08248,41.5812,48.8466,46.05038
mnd,59.83919,57.63608,53.58215,47.35618,50.61378,47.01821,39.96451,30.55891,27.35129,25.24318,24.09845
Mp20,343.8649,330.8603,371.4435,262.0365,265.8876,393.4514,308.0234,299.0374,225.6314,237.762,251.8396
mus205,20.12371,17.57088,22.42469,17.93784,24.88779,28.20835,26.7184,25.36263,24.66908,21.75494,26.02848
Atpalpha,1210.4005,993.2731,1065.9951,790.3268,782.2261,931.8687,678.9629,675.6112,627.5068,617.3026,586.1754
ndl,0.891636,0.578392,2.027831,2.899802,1.791842,3.742493,1.715054,2.623109,7.919092,7.417274,4.376657
net,20.39776,19.98392,19.47277,15.93583,18.32628,21.72348,17.85923,13.59549,10.38734,10.65702,10.83204
ninaC,3.373471,1.841102,16.184504,2.112988,28.688812,2.433041,5.632539,7.553111,21.746442,12.525145,1.952567
ninaD,225.881,231.81625,208.3928,180.51183,111.71862,130.17448,72.37381,92.52423,52.99056,59.27962,40.45703
ninaE,17.16951,10.866734,221.905493,6.790179,286.356305,18.113594,42.119225,54.311254,204.164943,125.220324,3.684225
odd,17.72218,27.43164,33.32785,28.16211,21.48045,30.90943,24.05111,18.89183,16.39109,13.51639,16.4593
CG9757,0,0.260616,0.752374,0.771147,0.110271,0.303332,0.353212,0.404509,0.228613,0.049362,0.347349
Pfk,450.372,276.1388,179.9444,178.0524,172.8747,152.1807,127.8909,145.6114,134.7375,142.7375,129.9992
Pgi,1247.357,902.9646,764.7093,788.6511,700.8161,759.8134,513.0365,640.5253,579.8127,651.2056,581.2862
Pgm,1343.3434,685.5619,599.9806,707.3567,557.47,495.278,380.6802,450.1416,483.225,850.4731,501.6181
Poxm,5.357177,6.112355,4.437076,5.404431,6.356122,6.254464,5.852054,5.894909,4.923181,5.309882,6.148008
Prm,853.9343,529.8035,384.7371,270.0897,316.6653,406.4803,346.089,302.8662,185.4514,221.8646,213.1607
Pu,98.07265,73.76438,73.11868,64.77572,62.67034,62.56321,64.49878,62.58523,57.01114,61.40154,55.42202
ras,106.21095,75.25298,64.0363,66.89942,57.95032,52.61658,49.81509,62.63979,58.68207,66.7849,58.26011
raw,108.8031,103.90858,144.01721,107.31647,111.41132,132.57086,123.85248,118.62565,99.87241,101.94103,118.53835
ref(2)P,674.2692,817.7877,813.0031,836.1353,713.3338,937.9792,712.7574,747.5494,607.4448,486.3117,650.24
Rh3,0.470133,0.24576,2.07201,0.163717,8.559015,0.901934,2.073273,3.290566,6.905007,3.893839,0.260512
Rm62,366.6988,387.188,423.734,407.6577,408.1224,453.3298,463.7372,425.9212,380.1662,445.4477,452.8107
ru,1.382404,1.175838,0.892128,1.045076,0.652371,1.37256,0.746556,1.34468,1.912655,1.164482,2.034501
scb,95.29672,108.08168,126.17905,132.8879,121.25015,121.3065,183.6473,171.9731,157.20515,176.56175,240.067
Jon99Cii,2668.9706,1651.1875,1384.6314,1167.5656,589.3016,777.7737,287.5417,250.4255,258.0801,281.1779,172.2407
Jon99Ciii,1852.1904,1246.08,1124.0828,900.5727,461.4088,617.7912,206.6194,229.5185,239.9201,274.6501,154.4473
sesB,5568.338,3929.417,3880.246,2269.347,2161.264,2680.092,1763.166,1581.718,1370.649,1383.615,1314.527
shd,8.086625,9.80102,10.528965,12.686425,13.063115,10.206908,6.638743,4.541168,6.411834,5.118208,4.686671
shi,139.74335,121.06627,114.98835,98.14159,113.54803,132.87405,125.9593,110.34303,91.18663,83.96677,87.86779
slgA,225.6652,202.3499,171.68375,144.7971,159.34955,159.86965,120.37215,99.35913,78.74048,67.32035,67.8111
Sod1,1306.4812,871.899,1000.1536,884.9947,714.3323,818.4823,501.6549,599.8497,537.7881,846.4624,571.5337
spo,0.04495,1.122875,0.794492,0.702307,0.545957,0.708789,0.878219,0.971979,1.151046,0.695541,1.372048
spz,31.97431,31.08188,42.07829,29.83712,36.04621,46.17193,41.52788,35.33122,28.01452,23.89325,32.43209
sr,13.99793,14.86106,18.39966,12.81164,14.4961,21.82453,18.05989,17.10422,14.69378,13.64846,14.9034
sqh,97.02613,110.52942,135.46026,121.25913,113.78588,159.5466,158.23898,162.74264,138.80981,143.91231,183.4886
svp,87.63082,94.25063,106.16304,85.59516,82.39021,105.28624,88.18566,68.71796,59.53257,60.34575,63.60434
sws,198.5267,169.66975,200.5813,151.12365,150.131,179.22925,134.02635,117.81535,106.96215,96.83691,99.28675
tld,3.950458,3.215066,3.698103,2.61804,4.389753,3.124725,3.40171,4.445039,6.039661,6.686529,8.316489
Tm1,1201.9307,642.0342,551.5082,454.8011,487.5181,569.5559,556.9691,508.5269,415.6707,539.0194,495.8404
alphaTry,5914.396,3715.309,3443.722,3342.075,2538.919,2840.644,1595.485,2055.667,1792.407,2747.661,1745.032
betaTub60D,54.42892,54.46364,80.13023,69.38518,64.42217,88.72634,74.12086,85.07658,90.28518,91.57088,93.32223
betaTub97EF,178.45305,128.00985,114.99979,111.47484,95.90243,93.9171,78.23853,90.4193,91.88409,111.62869,90.00428
snRNA:U5:35D,0,0.24576,0.24976,0.654868,0.911214,0.230103,0.451861,1.345322,1.038063,1.465126,1.265317
Uro,66.86687,67.67366,88.31166,89.36319,133.70816,139.97286,180.9245,159.96162,156.85011,126.81837,205.25577
Vm26Aa,8.99E-02,1.67E-16,3.98E-01,1.06E-01,8.82E-01,2.00E-01,1.45E+00,1.23E+00,3.25E+00,7.54E-01,3.80E-01
Vm34Ca,0,0.052963,0.200427,0.105578,1.690829,0.130336,2.330339,2.736077,4.840812,0.75934,1.039596
w,28.46463,23.38516,25.57526,30.77441,23.48408,25.47463,17.27234,20.8728,23.84628,17.43445,20.36735
Yp1,6.678452,7.299981,2.494511,6.423471,40.315863,18.984274,58.16411,71.31208,14.668606,14.430714,15.139395
Yp3,16.165213,17.28653,8.383909,18.42149,58.91725,31.372895,83.091125,102.254305,21.045909,18.69821,18.677565
uzip,67.98964,72.03759,60.44055,57.96535,55.53592,54.74501,60.42538,48.03518,39.0984,36.63951,38.84025
Tm2,676.5014,522.7734,484.5028,312.7079,357.1331,470.2234,435.2305,364.9745,246.3452,264.4277,293.1309
nAChRbeta2,4.811868,3.985125,5.809139,3.895674,3.962554,4.31387,3.950968,4.252841,2.827107,3.581926,3.900231
Csp,90.72044,107.26881,118.18041,84.2927,84.09905,115.94542,106.48376,95.16534,69.72198,68.53289,77.64616
Ebp,6044.3335,13985,8300.3226,13721,5474.6535,826.0467,2850.439,2090.9545,1347.365,1120.7979,697.5819
snRNA:U6:96Ac,2.851026,3.112208,4.132828,7.063004,8.472882,10.098307,8.382585,14.820649,15.27196,21.218015,17.374545
mex1,58.55405,58.59167,64.80855,47.50422,39.6003,49.44989,46.39852,44.93624,38.93881,49.58153,51.00085
DptA,76.25599,112.90615,53.86342,181.85978,32.62834,132.97082,469.13965,399.4041,782.6117,1211.902,1475.485
porin,1582.6595,1181.155,1112.0175,783.0803,741.5076,893.9029,637.0719,628.3952,584.2898,797.9495,597.9866
LysB,180.13476,216.9833,223.69505,150.07015,113.7875,159.04905,68.35955,86.32661,62.66801,96.79183,55.79065
LysD,448.5456,423.4782,541.3848,381.9056,218.344,397.5821,140.0209,191.8595,187.6582,233.3929,162.6398
LysP,61.05942,72.82735,73.56916,57.87501,53.48568,69.26543,35.9429,41.41575,29.24395,41.36822,38.98297
LysX,2.408889,2.101717,4.480224,4.131431,4.94651,5.920264,9.283884,8.716768,8.26065,12.899923,18.377635
GlyP,1241.463,801.5539,645.8249,475.0355,457.3222,556.5255,383.8489,409.0677,325.5625,313.746,306.5143
Oct-TyrR,3.245984,2.896159,2.452394,3.12596,2.59791,3.809332,4.299173,3.335417,3.36275,3.9595,4.207793
Gad1,110.40111,87.00087,70.83741,48.39452,58.59537,66.86477,48.40624,35.93306,25.96103,24.00427,24.45042
Edg91,0.110534,0.052963,0.199396,0.142315,0.071971,0.164935,0.183921,0.429827,0.269817,0.50098,0.416838
aos,24.77932,20.70021,19.78423,14.82831,18.56098,20.70065,16.5099,14.88176,12.90208,13.18213,15.80411
Rop,125.2653,126.3993,113.3203,120.6976,113.0653,121.3307,131.6197,121.0041,106.5048,118.6271,119.9741
Cbp53E,81.66253,61.82789,60.22834,35.52188,51.15324,55.33367,49.51689,34.38321,24.5043,21.50701,24.40808
pros,122.82803,91.21058,141.0666,62.85966,81.02247,89.7683,74.82649,50.66074,55.69275,55.47742,51.10457
GluRIIA,15.88805,12.29027,9.57513,11.5126,10.6081,12.06484,14.08295,12.47417,10.96683,10.08386,10.78254
Gbeta76C,0.871002,0.043436,3.108015,0.295331,8.820171,0.460207,2.696928,4.006731,6.831883,8.404518,6.790753
hh,4.538488,5.726761,8.819664,6.500145,8.10735,5.92528,8.723357,15.218735,12.476735,10.052101,13.700867
ogre,70.23723,67.30421,75.09173,68.99817,60.61172,73.74558,66.40503,58.65825,57.95368,55.99862,55.92014
svr,227.9351,195.716,192.8692,189.1309,192.1522,220.3204,187.0433,180.8185,162.13,178.3992,163.49
Pgd,559.1342,427.0213,339.5815,391.1334,276.0948,261.5131,192.4919,248.7197,215.7648,279.7159,231.7079
mys,142.1214,133.7988,190.5619,120.9107,131.0709,197.9384,184.4714,156.2773,132.1602,153.4704,171.2422
inaC,0.445818,0.636684,3.406078,0.221857,6.355898,0.433668,2.156041,2.523765,6.263017,4.683634,0.521024
Ac76E,108.92312,95.16778,87.93024,78.66035,71.6246,73.66755,72.39024,66.95748,56.92494,55.62151,57.70638
Scsalpha,627.2574,429.0242,415.8961,376.9592,335.0521,362.7461,275.0965,312.9126,297.6455,463.7697,306.9907
fd59A,0.221068,0.192797,0.493336,0.094877,0.437228,0.356409,0.339835,0.074669,0.31102,0.785604,0.188572
Hnf4,224.5269,238.9112,262.23,203.5932,208.3999,259.3423,201.9569,189.3039,142.0025,130.0023,153.9712
gol,23.55384,22.05705,22.66002,20.59548,26.96443,27.72199,34.61861,29.06618,25.51578,30.09212,32.71675
Ggamma1,372.8879,376.4931,395.4299,321.7783,347.1205,391.3213,378.6363,319.6527,259.1101,270.7393,299.249
Sam-S,531.3556,721.2826,650.4354,677.4521,546.947,502.1127,457.8535,479.0581,414.1809,410.7811,435.0524
Yp2,13.529344,14.57025,4.036222,11.221573,59.891495,19.072248,86.083817,98.218913,30.198568,12.06021,12.04286
Shal,20.84358,16.230825,17.18487,11.73446,13.166944,15.048125,12.207839,10.113369,8.061308,9.751453,9.192216
Sox15,7.543545,6.222479,6.509086,7.705738,6.659438,11.098725,8.436565,8.550531,8.141031,8.852969,8.591898
trpl,3.128088,1.860156,11.50297,1.01904,14.062553,1.41925,3.229055,3.88663,8.857523,6.149039,2.45379
Hdc,15.10404,7.8506,8.020019,8.311734,7.249095,6.296437,4.538247,5.402108,7.23191,6.185549,5.212691
ple,206.21285,232.7604,139.1064,58.26322,63.21729,81.03454,84.68734,72.29378,57.83402,54.72675,57.30398
fln,5.564973,2.013715,0.944554,0.83392,0.5475,0.918742,0.28257,0.410999,0.273806,0.317967,0.354798
Ets65A,9.832311,11.758378,29.324025,15.393275,19.475505,43.950425,24.79517,19.565775,23.290725,32.8728,46.95646
Ets21C,2.626276,2.74373,5.208889,2.570602,2.939526,4.976955,8.625101,6.714979,8.618206,9.305891,14.625913
Crys,3.268847,4.517013,4.971499,5.279217,5.517652,4.073348,5.345432,5.978701,4.178837,5.598697,7.827804
Vha55,692.5822,671.4466,656.3774,607.0089,510.4091,630.1469,473.7089,496.2701,481.0911,476.2406,522.0962
CanB,6.276809,8.361174,8.30365,5.341658,7.958778,7.90922,5.693637,4.780083,3.403953,3.528093,4.540245
Cyp4g1,47662,50636,53871,46733,43401,51508,30601,32378,20791,19491,24404
GstD2,50.20052,55.39469,59.41765,73.43894,73.64767,78.42043,76.14923,86.57633,74.5852,117.24424,106.90336
GstD3,11.80274,11.7545,13.70899,16.75762,17.24957,22.25554,28.82625,22.3395,25.38941,30.17315,26.49265
GstD5,7.133086,8.942957,6.56269,9.800855,9.654236,23.44833,29.863509,34.267609,40.404682,34.614539,41.23075
GstD6,0.442137,0.130308,0.547824,0.237191,0.287885,1.136068,1.434596,1.275858,0.949019,1.196521,1.379497
GstD8,3.607812,1.88034,2.93439,6.641025,4.744209,5.743538,8.803624,6.780586,8.361701,14.338786,13.931214
Jhe,21.43617,17.06257,13.025685,17.696015,8.113794,5.598753,6.45185,7.706429,5.609021,5.350862,4.091348
Jheh1,363.7019,316.1867,322.4934,303.4568,214.3436,202.8251,130.7662,146.8861,127.3192,199.5958,141.7628
Acon,2469.6807,2128.0939,1400.2097,1172.4116,1066.4006,1127.9027,691.4992,690.8629,577.0115,515.1976,542.2491
comm,9.374672,12.026908,10.573291,18.736125,10.672637,10.43731,12.83063,13.52281,11.135635,11.210805,10.142523
hdc,33.59328,29.57615,45.26554,34.62088,37.01908,42.33096,52.74711,44.76017,50.4027,61.53277,61.63368
RpA-70,69.08782,71.70981,82.04585,91.66097,97.0962,118.08946,107.61717,130.37524,108.97719,113.39269,140.20817
Sod2,199.2471,152.62015,140.43735,116.35246,108.15955,136.46895,79.71662,92.24188,87.76646,109.24822,79.46406
ATPsynbeta,5254.994,3212.584,1996.621,1984.818,1848.808,1698.008,1365.32,1457.266,1215.238,1197.314,1178.686
Nmdmc,43.60751,39.45645,30.82921,29.86668,23.22192,26.54995,25.61151,36.55638,48.11783,68.19694,87.61057
Galphaf,33.50561,38.39946,45.12902,38.96777,36.17604,43.80946,31.32353,32.3257,23.72532,17.69094,29.00348
Klc,65.60739,74.11558,81.65251,75.03463,72.33737,89.36173,84.96568,82.58096,65.59229,59.28166,73.75403
Lac,37.54597,40.07892,43.74783,40.1844,35.67869,38.60763,55.26927,57.97653,57.20262,58.91936,63.26397
Lcch3,2.064014,4.025493,2.58287,2.872,3.304011,3.04275,3.220293,2.390042,1.214846,1.825097,1.93767
Mdr50,126.15395,137.88955,102.56715,120.94955,90.00031,96.64337,64.6813,77.65708,63.66118,57.4656,65.86382
Myo61F,312.9862,347.6012,376.9883,350.5926,311.5051,308.709,260.0255,265.0346,227.1262,237.33,256.5708
Ssrp,22.40957,29.03652,39.3274,37.44721,42.82694,67.31961,59.36465,62.76843,56.65505,59.83126,75.06885
bys,19.05082,21.43555,15.71841,21.54888,21.06946,16.56547,18.47741,19.60471,17.72555,21.13978,20.36698
140up,10.688584,9.572049,10.282297,7.557356,8.217621,8.869248,6.716896,7.184391,5.961244,5.902228,6.550042
CdsA,106.23117,115.8065,112.1414,105.51457,101.5803,99.75834,86.45058,82.31905,63.36082,52.24849,67.88069
Nc73EF,1990.1145,1877.486,1449.4775,1275.2945,1280.186,1375.79,874.4532,786.6128,605.744,636.0974,613.7242
betaTry,3196.9835,2603.838,2521.555,2393.4465,1836.6225,2246.3785,1129.0487,1362.1984,1148.2555,1104.3456,861.9267
deltaTry,12.144713,10.149315,6.242096,7.57589,7.783479,5.282045,2.875451,3.495806,3.418571,4.802103,3.19318
Def,12.07322,4.182444,4.720855,7.716439,13.380543,15.37474,32.05843,69.387925,64.18173,231.062175,150.35801
Dbi,649.7739,704.8217,704.2089,604.8931,511.0392,583.1731,405.3457,383.8413,299.4853,318.8963,281.6067
Dro,30.89648,54.8972,22.97221,91.72563,14.80586,39.07028,184.16953,141.1227,434.28494,257.0119,209.7724
htl,43.1617,37.12044,33.80454,32.67205,31.45829,33.76483,29.29078,25.08015,19.34982,19.41806,20.1705
Itgbn,43.51025,45.75967,46.7747,46.16415,43.7883,45.04007,83.44245,77.16715,64.78952,72.44247,97.71747
Os-C,0.266018,0.202324,0.791399,0.142315,0.9909,0.238164,0.481119,0.591502,2.093427,1.695917,0.637655
Ror,2.571735,3.185355,2.830569,3.151996,2.57504,4.238284,3.904577,4.339204,3.318899,3.201464,4.111055
TpnC47D,17.563015,12.513905,9.864946,9.615072,5.907596,6.179863,3.866948,4.705414,4.826158,3.950838,3.669421
epsilonTry,739.038,422.17505,321.09175,281.18,192.27685,184.56725,96.90203,112.2443,84.84467,105.85739,69.17415
cora,282.1798,268.7166,291.7584,242.3767,259.4269,322.9229,287.3696,281.4855,242.3961,275.1997,271.9361
dmGlut,153.29104,188.53937,178.02276,172.52863,140.42881,122.0022,89.0796,90.9666,74.05228,60.48787,60.15601
wal,408.6936,314.4355,317.2627,319.5477,259.4399,289.2362,192.5819,234.0896,229.7288,319.2607,217.6103
Aldh-III,479.293,544.4033,621.2233,500.959,402.7989,423.5499,290.1732,300.7967,244.8401,215.6114,219.768
Sply,86.25588,79.47321,69.76224,74.36696,69.50646,62.07225,52.57015,57.97653,59.34795,51.76212,54.7343
ATPsynG,690.209,414.1559,305.6391,271.2696,249.1138,246.096,159.8743,187.4673,180.194,220.4695,145.1884
MFS14,241.3959,192.6676,215.9061,181.0812,173.3117,173.4089,124.9887,137.3512,111.0797,135.7085,132.8623
l(3)02640,209.0978,153.8118,136.3365,135.35435,116.444,109.22465,79.62502,88.55375,84.38921,77.89466,77.76853
Chchd3,156.59805,127.70905,90.90162,93.46493,81.89346,94.28621,63.62103,74.31104,64.23381,78.12815,66.00899
unc-45,52.39057,51.05627,52.8152,62.98355,73.56842,95.98195,88.12722,116.2146,86.57973,98.85329,110.29917
msn,164.5163,142.1073,177.2667,132.4493,159.0752,170.4524,193.7873,166.8673,152.762,187.7484,185.8866
SsRbeta,95.47597,123.43441,117.74566,112.69475,82.89057,83.72997,82.00652,87.09353,76.72122,74.59084,69.88933
dia,124.2564,134.7395,136.7225,134.6171,137.893,139.6173,154.2361,141.697,116.1679,113.7214,140.4023
fbl,128.3535,158.30455,209.91905,143.63665,121.79865,184.1011,92.74033,92.61369,79.76105,61.87458,76.45806
blw,2494.829,1683.7415,1346.1725,1153.5475,1090.8432,1145.3635,877.9431,866.9188,748.7501,692.7929,669.1059
ox,293.5995,229.83095,177.45405,177.35135,137.22055,129.6425,84.25863,94.95791,77.92267,120.80938,68.6094
RyR,383.8988,277.1427,176.0708,169.3761,184.4966,164.5621,138.1529,129.4996,93.6655,108.6199,101.2353
