FBgn,Label,N,NObsUsed,NObsRead,SumFreqsUsed,SumFreqsRead,Label1,nvalue1,DependentVariables
FBgn0032040,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032042,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032042,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032047,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032047,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032048,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032048,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032049,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032049,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032050,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032050,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032051,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032051,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032052,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032052,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032053,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032053,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032054,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032054,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032055,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032055,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032058,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032058,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032059,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032059,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032061,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032061,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032065,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032065,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032066,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032066,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032067,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032067,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032068,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032068,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032069,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032069,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032074,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032074,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032075,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032075,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032076,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032076,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032077,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032077,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032078,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032078,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032079,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032079,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032080,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032080,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032082,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032082,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032083,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032083,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032084,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032084,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032085,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032085,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032087,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032087,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032088,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032088,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032090,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032090,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032095,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032095,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032100,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032100,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032101,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032101,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032104,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032104,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032105,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032105,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032109,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032109,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032110,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032110,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032111,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032111,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032115,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032115,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032116,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032116,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032117,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032117,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032119,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032119,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032120,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032120,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032122,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032122,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032123,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032123,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032124,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032124,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032125,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032125,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032126,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032126,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032127,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032127,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032129,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032129,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032130,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032130,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032131,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032131,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032135,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032135,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032136,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032136,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032138,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032138,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032139,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032139,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032140,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032140,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032143,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032143,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032144,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032144,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032147,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032147,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032149,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032149,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032150,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032150,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032151,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032151,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032153,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032153,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032154,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032154,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032156,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032156,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032157,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032157,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032160,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032160,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032161,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032161,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032162,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032162,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032163,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032163,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032166,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032166,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032167,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032167,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032168,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032168,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032169,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032169,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032170,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032170,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032171,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032171,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032172,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032172,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032175,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032175,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032176,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032176,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032178,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032178,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032181,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032181,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032184,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032184,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032187,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032187,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032188,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032188,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032189,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032189,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032191,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032191,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032192,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032192,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032193,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032193,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032194,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032194,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032195,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032195,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032196,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032196,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032197,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032197,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032198,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032198,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032200,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032200,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032202,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032202,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032204,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032204,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032205,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032205,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032208,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032208,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032209,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032209,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032210,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032210,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032211,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032211,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032213,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032213,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032214,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032214,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032216,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032216,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032217,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032217,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032218,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032218,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032219,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032219,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032221,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032221,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032222,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032222,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032223,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032223,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032224,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032224,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032225,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032225,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032228,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032228,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032229,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032229,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032230,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032230,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032231,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032231,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032233,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032233,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032234,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032234,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032235,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032235,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032236,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032236,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032242,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032242,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032243,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032243,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032244,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032244,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032246,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032246,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032247,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032247,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032248,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032248,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032249,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032249,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032250,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032250,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032251,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032251,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032252,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032252,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032253,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032253,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032256,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032256,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032258,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032258,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032259,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032259,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032260,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032260,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032261,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032261,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032262,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032262,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032264,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032264,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032265,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032265,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032266,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032266,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032268,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032268,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032269,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032269,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032271,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032271,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032276,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032276,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032281,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032281,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032282,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032282,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032283,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032283,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032285,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032285,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032287,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032287,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032289,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032289,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032290,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032290,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032291,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032291,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032292,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032292,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032293,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032293,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032294,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032294,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032295,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032295,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032296,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032296,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032297,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032297,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032298,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032298,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032299,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032299,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032303,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032303,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
FBgn0032304,Number of Observations Read,132,132,132,132,132,Number of Observations Read,132,Expression
FBgn0032304,Number of Observations Used,132,132,132,132,132,Number of Observations Used,132,Expression
