FBgn,Dependent,Source,DF,SS,MS,FValue,ProbF
FBgn0264822,Expression,Corrected Total,131,124,_,_,_
FBgn0264823,Expression,Model,65,18,0,4.19,1.32284E-08
FBgn0264823,Expression,Error,66,4,0,_,_
FBgn0264823,Expression,Corrected Total,131,23,_,_,_
FBgn0264826,Expression,Model,65,678,10,6.28,1.47389E-12
FBgn0264826,Expression,Error,66,110,2,_,_
FBgn0264826,Expression,Corrected Total,131,788,_,_,_
FBgn0264827,Expression,Model,65,939,14,6.85,1.72011E-13
FBgn0264827,Expression,Error,66,139,2,_,_
FBgn0264827,Expression,Corrected Total,131,1078,_,_,_
FBgn0264829,Expression,Model,65,452,7,6.99,1.03837E-13
FBgn0264829,Expression,Error,66,66,1,_,_
FBgn0264829,Expression,Corrected Total,131,518,_,_,_
FBgn0264831,Expression,Model,65,1670,26,5.68,1.59508E-11
FBgn0264831,Expression,Error,66,299,5,_,_
FBgn0264831,Expression,Corrected Total,131,1969,_,_,_
FBgn0264832,Expression,Model,65,5,0,1.56,3.73563E-02
FBgn0264832,Expression,Error,66,3,0,_,_
FBgn0264832,Expression,Corrected Total,131,9,_,_,_
FBgn0264833,Expression,Model,65,1527,23,6.56,4.94429E-13
FBgn0264833,Expression,Error,66,236,4,_,_
FBgn0264833,Expression,Corrected Total,131,1763,_,_,_
FBgn0264834,Expression,Model,65,87,1,2.05,2.01430E-03
FBgn0264834,Expression,Error,66,43,1,_,_
FBgn0264834,Expression,Corrected Total,131,130,_,_,_
FBgn0264835,Expression,Model,65,117,2,1.61,2.80596E-02
FBgn0264835,Expression,Error,66,74,1,_,_
FBgn0264835,Expression,Corrected Total,131,191,_,_,_
FBgn0264838,Expression,Model,65,40,1,2.59,8.29181E-05
FBgn0264838,Expression,Error,66,16,0,_,_
FBgn0264838,Expression,Corrected Total,131,55,_,_,_
FBgn0264839,Expression,Model,65,179,3,3.67,1.88542E-07
FBgn0264839,Expression,Error,66,50,1,_,_
FBgn0264839,Expression,Corrected Total,131,229,_,_,_
FBgn0264840,Expression,Model,65,12448,192,13.54,1.92193E-21
FBgn0264840,Expression,Error,66,933,14,_,_
FBgn0264840,Expression,Corrected Total,131,13381,_,_,_
FBgn0264842,Expression,Model,65,961,15,1.62,2.70818E-02
FBgn0264842,Expression,Error,66,604,9,_,_
FBgn0264842,Expression,Corrected Total,131,1566,_,_,_
FBgn0264843,Expression,Model,65,19363,298,1.50,5.23501E-02
FBgn0264843,Expression,Error,66,13133,199,_,_
FBgn0264843,Expression,Corrected Total,131,32496,_,_,_
FBgn0264845,Expression,Model,65,54,1,1.31,1.40243E-01
FBgn0264845,Expression,Error,66,42,1,_,_
FBgn0264845,Expression,Corrected Total,131,96,_,_,_
FBgn0264848,Expression,Model,65,584759,8996,15.95,1.68628E-23
FBgn0264848,Expression,Error,66,37218,564,_,_
FBgn0264848,Expression,Corrected Total,131,621977,_,_,_
FBgn0264855,Expression,Model,65,929877,14306,9.74,1.87256E-17
FBgn0264855,Expression,Error,66,96985,1469,_,_
FBgn0264855,Expression,Corrected Total,131,1026863,_,_,_
FBgn0264857,Expression,Model,65,9118,140,2.16,1.04962E-03
FBgn0264857,Expression,Error,66,4281,65,_,_
FBgn0264857,Expression,Corrected Total,131,13398,_,_,_
FBgn0264862,Expression,Model,65,7,0,2.86,1.65021E-05
FBgn0264862,Expression,Error,66,3,0,_,_
FBgn0264862,Expression,Corrected Total,131,10,_,_,_
FBgn0264863,Expression,Model,65,4,0,1.56,3.73807E-02
FBgn0264863,Expression,Error,66,3,0,_,_
FBgn0264863,Expression,Corrected Total,131,7,_,_,_
FBgn0264864,Expression,Model,65,14256,219,13.51,2.03543E-21
FBgn0264864,Expression,Error,66,1071,16,_,_
FBgn0264864,Expression,Corrected Total,131,15327,_,_,_
FBgn0264865,Expression,Model,65,152,2,3.12,3.78687E-06
FBgn0264865,Expression,Error,66,50,1,_,_
FBgn0264865,Expression,Corrected Total,131,202,_,_,_
FBgn0264868,Expression,Model,65,185,3,6.30,1.32661E-12
FBgn0264868,Expression,Error,66,30,0,_,_
FBgn0264868,Expression,Corrected Total,131,215,_,_,_
FBgn0264871,Expression,Model,65,61,1,2.82,2.14571E-05
FBgn0264871,Expression,Error,66,22,0,_,_
FBgn0264871,Expression,Corrected Total,131,83,_,_,_
FBgn0264874,Expression,Model,65,18,0,6.61,4.09670E-13
FBgn0264874,Expression,Error,66,3,0,_,_
FBgn0264874,Expression,Corrected Total,131,21,_,_,_
FBgn0264877,Expression,Model,65,111,2,5.03,2.59027E-10
FBgn0264877,Expression,Error,66,22,0,_,_
FBgn0264877,Expression,Corrected Total,131,134,_,_,_
FBgn0264878,Expression,Model,65,113,2,4.27,8.94312E-09
FBgn0264878,Expression,Error,66,27,0,_,_
FBgn0264878,Expression,Corrected Total,131,140,_,_,_
FBgn0264879,Expression,Model,65,222,3,2.09,1.60445E-03
FBgn0264879,Expression,Error,66,108,2,_,_
FBgn0264879,Expression,Corrected Total,131,330,_,_,_
FBgn0264882,Expression,Model,65,2082,32,13.01,6.05113E-21
FBgn0264882,Expression,Error,66,163,2,_,_
FBgn0264882,Expression,Corrected Total,131,2245,_,_,_
FBgn0264883,Expression,Model,65,132,2,2.58,8.76198E-05
FBgn0264883,Expression,Error,66,52,1,_,_
FBgn0264883,Expression,Corrected Total,131,184,_,_,_
FBgn0264884,Expression,Model,65,201,3,5.56,2.61249E-11
FBgn0264884,Expression,Error,66,37,1,_,_
FBgn0264884,Expression,Corrected Total,131,238,_,_,_
FBgn0264886,Expression,Model,65,33,1,1.13,3.13705E-01
FBgn0264886,Expression,Error,66,30,0,_,_
FBgn0264886,Expression,Corrected Total,131,63,_,_,_
FBgn0264891,Expression,Model,65,53,1,6.45,7.46165E-13
FBgn0264891,Expression,Error,66,8,0,_,_
FBgn0264891,Expression,Corrected Total,131,61,_,_,_
FBgn0264892,Expression,Model,65,13,0,2.64,5.85458E-05
FBgn0264892,Expression,Error,66,5,0,_,_
FBgn0264892,Expression,Corrected Total,131,18,_,_,_
FBgn0264894,Expression,Model,65,754930,11614,3.53,3.94135E-07
FBgn0264894,Expression,Error,66,217134,3290,_,_
FBgn0264894,Expression,Corrected Total,131,972064,_,_,_
FBgn0264895,Expression,Model,65,283878,4367,5.84,8.21371E-12
FBgn0264895,Expression,Error,66,49347,748,_,_
FBgn0264895,Expression,Corrected Total,131,333226,_,_,_
FBgn0264897,Expression,Model,65,62550,962,2.85,1.73557E-05
FBgn0264897,Expression,Error,66,22267,337,_,_
FBgn0264897,Expression,Corrected Total,131,84817,_,_,_
FBgn0264901,Expression,Model,65,24,0,1.93,4.22598E-03
FBgn0264901,Expression,Error,66,13,0,_,_
FBgn0264901,Expression,Corrected Total,131,37,_,_,_
FBgn0264902,Expression,Model,65,6,0,1.08,3.77175E-01
FBgn0264902,Expression,Error,66,6,0,_,_
FBgn0264902,Expression,Corrected Total,131,12,_,_,_
FBgn0264904,Expression,Model,65,18,0,3.01,7.03076E-06
FBgn0264904,Expression,Error,66,6,0,_,_
FBgn0264904,Expression,Corrected Total,131,24,_,_,_
FBgn0264907,Expression,Model,65,13956,215,3.43,6.89003E-07
FBgn0264907,Expression,Error,66,4135,63,_,_
FBgn0264907,Expression,Corrected Total,131,18091,_,_,_
FBgn0264908,Expression,Model,65,196519,3023,4.15,1.61013E-08
FBgn0264908,Expression,Error,66,48086,729,_,_
FBgn0264908,Expression,Corrected Total,131,244605,_,_,_
FBgn0264909,Expression,Model,65,6,0,2.06,1.89927E-03
FBgn0264909,Expression,Error,66,3,0,_,_
FBgn0264909,Expression,Corrected Total,131,9,_,_,_
FBgn0264911,Expression,Model,65,64940,999,1.78,1.04611E-02
FBgn0264911,Expression,Error,66,37059,561,_,_
FBgn0264911,Expression,Corrected Total,131,101999,_,_,_
FBgn0264922,Expression,Model,65,2002478,30807,8.69,3.91940E-16
FBgn0264922,Expression,Error,66,234057,3546,_,_
FBgn0264922,Expression,Corrected Total,131,2236535,_,_,_
FBgn0264939,Expression,Model,65,4,0,1.70,1.68059E-02
FBgn0264939,Expression,Error,66,2,0,_,_
FBgn0264939,Expression,Corrected Total,131,7,_,_,_
FBgn0264940,Expression,Model,65,1244,19,13.22,3.79139E-21
FBgn0264940,Expression,Error,66,96,1,_,_
FBgn0264940,Expression,Corrected Total,131,1340,_,_,_
FBgn0264942,Expression,Model,65,536,8,2.25,6.04172E-04
FBgn0264942,Expression,Error,66,241,4,_,_
FBgn0264942,Expression,Corrected Total,131,777,_,_,_
FBgn0264945,Expression,Model,65,14,0,1.83,7.76248E-03
FBgn0264945,Expression,Error,66,8,0,_,_
FBgn0264945,Expression,Corrected Total,131,22,_,_,_
FBgn0264947,Expression,Model,65,3,0,1.17,2.63606E-01
FBgn0264947,Expression,Error,66,3,0,_,_
FBgn0264947,Expression,Corrected Total,131,6,_,_,_
FBgn0264950,Expression,Model,65,74,1,1.93,4.20943E-03
FBgn0264950,Expression,Error,66,39,1,_,_
FBgn0264950,Expression,Corrected Total,131,114,_,_,_
FBgn0264953,Expression,Model,65,408385,6283,6.71,2.90573E-13
FBgn0264953,Expression,Error,66,61822,937,_,_
FBgn0264953,Expression,Corrected Total,131,470207,_,_,_
FBgn0264954,Expression,Model,65,9,0,1.44,7.06555E-02
FBgn0264954,Expression,Error,66,6,0,_,_
FBgn0264954,Expression,Corrected Total,131,15,_,_,_
FBgn0264955,Expression,Model,65,6,0,1.33,1.27798E-01
FBgn0264955,Expression,Error,66,4,0,_,_
FBgn0264955,Expression,Corrected Total,131,10,_,_,_
FBgn0264956,Expression,Model,65,1729,27,16.51,6.15546E-24
FBgn0264956,Expression,Error,66,106,2,_,_
FBgn0264956,Expression,Corrected Total,131,1835,_,_,_
FBgn0264958,Expression,Model,65,79,1,3.08,4.64958E-06
FBgn0264958,Expression,Error,66,26,0,_,_
FBgn0264958,Expression,Corrected Total,131,105,_,_,_
FBgn0264959,Expression,Model,65,231301,3558,4.12,1.88740E-08
FBgn0264959,Expression,Error,66,57036,864,_,_
FBgn0264959,Expression,Corrected Total,131,288337,_,_,_
FBgn0264960,Expression,Model,65,28,0,2.53,1.13413E-04
FBgn0264960,Expression,Error,66,11,0,_,_
FBgn0264960,Expression,Corrected Total,131,39,_,_,_
FBgn0264961,Expression,Model,65,44,1,6.04,3.67639E-12
FBgn0264961,Expression,Error,66,7,0,_,_
FBgn0264961,Expression,Corrected Total,131,51,_,_,_
FBgn0264962,Expression,Model,65,217462,3346,4.06,2.54201E-08
FBgn0264962,Expression,Error,66,54410,824,_,_
FBgn0264962,Expression,Corrected Total,131,271871,_,_,_
FBgn0264975,Expression,Model,65,407064,6263,7.00,1.01275E-13
FBgn0264975,Expression,Error,66,59061,895,_,_
FBgn0264975,Expression,Corrected Total,131,466126,_,_,_
FBgn0264978,Expression,Model,65,74952,1153,1.74,1.29849E-02
FBgn0264978,Expression,Error,66,43676,662,_,_
FBgn0264978,Expression,Corrected Total,131,118628,_,_,_
FBgn0264979,Expression,Model,65,91968,1415,3.06,5.31826E-06
FBgn0264979,Expression,Error,66,30530,463,_,_
FBgn0264979,Expression,Corrected Total,131,122498,_,_,_
FBgn0264980,Expression,Model,65,30750,473,12.79,9.66392E-21
FBgn0264980,Expression,Error,66,2440,37,_,_
FBgn0264980,Expression,Corrected Total,131,33190,_,_,_
FBgn0264982,Expression,Model,65,6,0,2.03,2.40588E-03
FBgn0264982,Expression,Error,66,3,0,_,_
FBgn0264982,Expression,Corrected Total,131,8,_,_,_
FBgn0264984,Expression,Model,65,816,13,5.51,3.26569E-11
FBgn0264984,Expression,Error,66,151,2,_,_
FBgn0264984,Expression,Corrected Total,131,967,_,_,_
FBgn0264986,Expression,Model,65,902,14,25.74,1.00732E-29
FBgn0264986,Expression,Error,66,36,1,_,_
FBgn0264986,Expression,Corrected Total,131,938,_,_,_
FBgn0264987,Expression,Model,65,31127,479,10.98,6.94715E-19
FBgn0264987,Expression,Error,66,2878,44,_,_
FBgn0264987,Expression,Corrected Total,131,34005,_,_,_
FBgn0264989,Expression,Model,65,3301,51,2.52,1.22818E-04
FBgn0264989,Expression,Error,66,1330,20,_,_
FBgn0264989,Expression,Corrected Total,131,4631,_,_,_
FBgn0264990,Expression,Model,65,1628,25,2.82,2.06016E-05
FBgn0264990,Expression,Error,66,586,9,_,_
FBgn0264990,Expression,Corrected Total,131,2214,_,_,_
FBgn0264991,Expression,Model,65,267345,4113,7.80,6.43084E-15
FBgn0264991,Expression,Error,66,34792,527,_,_
FBgn0264991,Expression,Corrected Total,131,302137,_,_,_
FBgn0264994,Expression,Model,65,440,7,14.15,5.46591E-22
FBgn0264994,Expression,Error,66,32,0,_,_
FBgn0264994,Expression,Corrected Total,131,472,_,_,_
FBgn0264995,Expression,Model,65,12,0,3.47,5.30943E-07
FBgn0264995,Expression,Error,66,3,0,_,_
FBgn0264995,Expression,Corrected Total,131,15,_,_,_
FBgn0264997,Expression,Model,65,335,5,2.82,2.06189E-05
FBgn0264997,Expression,Error,66,120,2,_,_
FBgn0264997,Expression,Corrected Total,131,455,_,_,_
FBgn0264998,Expression,Model,65,5,0,1.79,9.72527E-03
FBgn0264998,Expression,Error,66,3,0,_,_
FBgn0264998,Expression,Corrected Total,131,8,_,_,_
FBgn0264999,Expression,Model,65,7,0,1.35,1.11698E-01
FBgn0264999,Expression,Error,66,5,0,_,_
FBgn0264999,Expression,Corrected Total,131,12,_,_,_
FBgn0265000,Expression,Model,65,74597,1148,0.98,5.30913E-01
FBgn0265000,Expression,Error,66,77228,1170,_,_
FBgn0265000,Expression,Corrected Total,131,151825,_,_,_
FBgn0265001,Expression,Model,65,88,1,8.39,9.73537E-16
FBgn0265001,Expression,Error,66,11,0,_,_
FBgn0265001,Expression,Corrected Total,131,98,_,_,_
FBgn0265002,Expression,Model,65,65157,1002,8.43,8.70103E-16
FBgn0265002,Expression,Error,66,7850,119,_,_
FBgn0265002,Expression,Corrected Total,131,73008,_,_,_
FBgn0265003,Expression,Model,65,122699,1888,9.69,2.14791E-17
FBgn0265003,Expression,Error,66,12863,195,_,_
FBgn0265003,Expression,Corrected Total,131,135562,_,_,_
FBgn0265011,Expression,Model,65,121,2,1.37,1.03026E-01
FBgn0265011,Expression,Error,66,89,1,_,_
FBgn0265011,Expression,Corrected Total,131,210,_,_,_
FBgn0265017,Expression,Model,65,21,0,1.71,1.54737E-02
FBgn0265017,Expression,Error,66,13,0,_,_
FBgn0265017,Expression,Corrected Total,131,34,_,_,_
FBgn0265039,Expression,Model,65,2513,39,6.39,9.68402E-13
FBgn0265039,Expression,Error,66,400,6,_,_
FBgn0265039,Expression,Corrected Total,131,2913,_,_,_
FBgn0265040,Expression,Model,65,705,11,4.17,1.42108E-08
FBgn0265040,Expression,Error,66,171,3,_,_
FBgn0265040,Expression,Corrected Total,131,877,_,_,_
FBgn0265041,Expression,Model,65,35512,546,10.53,2.22789E-18
FBgn0265041,Expression,Error,66,3425,52,_,_
FBgn0265041,Expression,Corrected Total,131,38938,_,_,_
FBgn0265042,Expression,Model,65,7365,113,6.83,1.84599E-13
FBgn0265042,Expression,Error,66,1095,17,_,_
FBgn0265042,Expression,Corrected Total,131,8460,_,_,_
FBgn0265044,Expression,Model,65,2161,33,8.27,1.41850E-15
FBgn0265044,Expression,Error,66,265,4,_,_
FBgn0265044,Expression,Corrected Total,131,2426,_,_,_
FBgn0265045,Expression,Model,65,11224335,172682,10.26,4.44669E-18
FBgn0265045,Expression,Error,66,1110314,16823,_,_
FBgn0265045,Expression,Corrected Total,131,12334650,_,_,_
FBgn0265046,Expression,Model,65,65932,1014,9.73,1.90109E-17
FBgn0265046,Expression,Error,66,6881,104,_,_
FBgn0265046,Expression,Corrected Total,131,72813,_,_,_
FBgn0265047,Expression,Model,65,5689,88,12.67,1.26447E-20
FBgn0265047,Expression,Error,66,456,7,_,_
FBgn0265047,Expression,Corrected Total,131,6145,_,_,_
FBgn0265048,Expression,Model,65,407120,6263,8.02,3.18731E-15
FBgn0265048,Expression,Error,66,51560,781,_,_
FBgn0265048,Expression,Corrected Total,131,458680,_,_,_
FBgn0265049,Expression,Model,65,9,0,1.69,1.80122E-02
FBgn0265049,Expression,Error,66,6,0,_,_
FBgn0265049,Expression,Corrected Total,131,15,_,_,_
FBgn0265050,Expression,Model,65,16,0,2.02,2.43809E-03
FBgn0265050,Expression,Error,66,8,0,_,_
FBgn0265050,Expression,Corrected Total,131,24,_,_,_
FBgn0265052,Expression,Model,65,23024,354,16.88,3.22460E-24
FBgn0265052,Expression,Error,66,1385,21,_,_
FBgn0265052,Expression,Corrected Total,131,24409,_,_,_
FBgn0265059,Expression,Model,65,2442,38,17.26,1.67019E-24
FBgn0265059,Expression,Error,66,144,2,_,_
FBgn0265059,Expression,Corrected Total,131,2586,_,_,_
FBgn0265060,Expression,Model,65,41,1,2.04,2.19147E-03
FBgn0265060,Expression,Error,66,20,0,_,_
FBgn0265060,Expression,Corrected Total,131,61,_,_,_
FBgn0265062,Expression,Model,65,4251,65,2.25,6.06098E-04
FBgn0265062,Expression,Error,66,1915,29,_,_
FBgn0265062,Expression,Corrected Total,131,6166,_,_,_
FBgn0265064,Expression,Model,65,41577,640,9.36,5.43225E-17
FBgn0265064,Expression,Error,66,4512,68,_,_
FBgn0265064,Expression,Corrected Total,131,46089,_,_,_
FBgn0265065,Expression,Model,65,423,7,7.84,5.70672E-15
FBgn0265065,Expression,Error,66,55,1,_,_
FBgn0265065,Expression,Corrected Total,131,478,_,_,_
FBgn0265066,Expression,Model,65,9,0,2.08,1.75440E-03
FBgn0265066,Expression,Error,66,4,0,_,_
FBgn0265066,Expression,Corrected Total,131,13,_,_,_
FBgn0265067,Expression,Model,65,57907,891,16.73,4.16515E-24
FBgn0265067,Expression,Error,66,3514,53,_,_
FBgn0265067,Expression,Corrected Total,131,61421,_,_,_
FBgn0265068,Expression,Model,65,9,0,1.10,3.49965E-01
FBgn0265068,Expression,Error,66,8,0,_,_
FBgn0265068,Expression,Corrected Total,131,16,_,_,_
FBgn0265073,Expression,Model,65,539,8,1.03,4.50237E-01
FBgn0265073,Expression,Error,66,531,8,_,_
FBgn0265073,Expression,Corrected Total,131,1070,_,_,_
FBgn0265074,Expression,Model,65,47,1,4.26,9.31077E-09
FBgn0265074,Expression,Error,66,11,0,_,_
FBgn0265074,Expression,Corrected Total,131,58,_,_,_
FBgn0265075,Expression,Model,65,6,0,1.79,9.70790E-03
FBgn0265075,Expression,Error,66,3,0,_,_
FBgn0265075,Expression,Corrected Total,131,9,_,_,_
FBgn0265076,Expression,Model,65,113,2,1.67,1.97521E-02
FBgn0265076,Expression,Error,66,68,1,_,_
FBgn0265076,Expression,Corrected Total,131,181,_,_,_
FBgn0265077,Expression,Model,65,195,3,1.54,4.19876E-02
FBgn0265077,Expression,Error,66,129,2,_,_
FBgn0265077,Expression,Corrected Total,131,324,_,_,_
FBgn0265081,Expression,Model,65,301,5,24.22,6.48841E-29
FBgn0265081,Expression,Error,66,13,0,_,_
FBgn0265081,Expression,Corrected Total,131,314,_,_,_
FBgn0265082,Expression,Model,65,1604476,24684,7.89,4.85181E-15
FBgn0265082,Expression,Error,66,206533,3129,_,_
FBgn0265082,Expression,Corrected Total,131,1811009,_,_,_
FBgn0265084,Expression,Model,65,14019,216,11.89,7.59109E-20
FBgn0265084,Expression,Error,66,1197,18,_,_
FBgn0265084,Expression,Corrected Total,131,15215,_,_,_
FBgn0265085,Expression,Model,65,1269,20,2.29,5.01297E-04
FBgn0265085,Expression,Error,66,564,9,_,_
FBgn0265085,Expression,Corrected Total,131,1833,_,_,_
FBgn0265086,Expression,Model,65,167,3,1.44,7.25255E-02
FBgn0265086,Expression,Error,66,118,2,_,_
FBgn0265086,Expression,Corrected Total,131,285,_,_,_
FBgn0265087,Expression,Model,65,68485,1054,1.77,1.11085E-02
FBgn0265087,Expression,Error,66,39307,596,_,_
FBgn0265087,Expression,Corrected Total,131,107792,_,_,_
FBgn0265089,Expression,Model,65,4497609,69194,12.43,2.20935E-20
FBgn0265089,Expression,Error,66,367526,5569,_,_
FBgn0265089,Expression,Corrected Total,131,4865135,_,_,_
FBgn0265096,Expression,Model,65,2949,45,9.02,1.46853E-16
FBgn0265096,Expression,Error,66,332,5,_,_
FBgn0265096,Expression,Corrected Total,131,3281,_,_,_
FBgn0265098,Expression,Model,65,28,0,4.60,1.79630E-09
FBgn0265098,Expression,Error,66,6,0,_,_
FBgn0265098,Expression,Corrected Total,131,35,_,_,_
FBgn0265101,Expression,Model,65,410539,6316,5.13,1.64237E-10
FBgn0265101,Expression,Error,66,81243,1231,_,_
FBgn0265101,Expression,Corrected Total,131,491782,_,_,_
FBgn0265102,Expression,Model,65,54299,835,8.77,3.00931E-16
FBgn0265102,Expression,Error,66,6283,95,_,_
FBgn0265102,Expression,Corrected Total,131,60582,_,_,_
FBgn0265104,Expression,Model,65,1248,19,8.07,2.70264E-15
FBgn0265104,Expression,Error,66,157,2,_,_
FBgn0265104,Expression,Corrected Total,131,1405,_,_,_
FBgn0265105,Expression,Model,65,905,14,5.37,5.74572E-11
FBgn0265105,Expression,Error,66,171,3,_,_
FBgn0265105,Expression,Corrected Total,131,1076,_,_,_
FBgn0265106,Expression,Model,65,36056,555,14.96,1.08379E-22
FBgn0265106,Expression,Error,66,2446,37,_,_
FBgn0265106,Expression,Corrected Total,131,38502,_,_,_
FBgn0265137,Expression,Model,65,127914,1968,7.24,4.35308E-14
FBgn0265137,Expression,Error,66,17945,272,_,_
FBgn0265137,Expression,Corrected Total,131,145859,_,_,_
FBgn0265138,Expression,Model,65,70,1,4.30,7.51244E-09
FBgn0265138,Expression,Error,66,17,0,_,_
FBgn0265138,Expression,Corrected Total,131,86,_,_,_
FBgn0265140,Expression,Model,65,61127,940,5.28,8.59977E-11
FBgn0265140,Expression,Error,66,11756,178,_,_
FBgn0265140,Expression,Corrected Total,131,72883,_,_,_
FBgn0265141,Expression,Model,65,96,1,2.97,8.63985E-06
FBgn0265141,Expression,Error,66,33,0,_,_
FBgn0265141,Expression,Corrected Total,131,129,_,_,_
FBgn0265149,Expression,Model,65,1050,16,5.23,1.06580E-10
FBgn0265149,Expression,Error,66,204,3,_,_
FBgn0265149,Expression,Corrected Total,131,1253,_,_,_
FBgn0265151,Expression,Model,65,65,1,5.34,6.75753E-11
FBgn0265151,Expression,Error,66,12,0,_,_
FBgn0265151,Expression,Corrected Total,131,77,_,_,_
FBgn0265152,Expression,Model,65,159,2,4.56,2.23862E-09
FBgn0265152,Expression,Error,66,35,1,_,_
FBgn0265152,Expression,Corrected Total,131,194,_,_,_
FBgn0265153,Expression,Model,65,308,5,7.50,1.76142E-14
FBgn0265153,Expression,Error,66,42,1,_,_
FBgn0265153,Expression,Corrected Total,131,349,_,_,_
FBgn0265161,Expression,Model,65,73,1,4.70,1.12650E-09
FBgn0265161,Expression,Error,66,16,0,_,_
FBgn0265161,Expression,Corrected Total,131,89,_,_,_
FBgn0265167,Expression,Model,65,357,5,9.03,1.41377E-16
FBgn0265167,Expression,Error,66,40,1,_,_
FBgn0265167,Expression,Corrected Total,131,397,_,_,_
FBgn0265174,Expression,Model,65,204184,3141,16.79,3.79019E-24
FBgn0265174,Expression,Error,66,12350,187,_,_
FBgn0265174,Expression,Corrected Total,131,216534,_,_,_
FBgn0265176,Expression,Model,65,178,3,6.71,2.88278E-13
FBgn0265176,Expression,Error,66,27,0,_,_
FBgn0265176,Expression,Corrected Total,131,205,_,_,_
FBgn0265177,Expression,Model,65,29872,460,1.78,1.05655E-02
FBgn0265177,Expression,Error,66,17063,259,_,_
FBgn0265177,Expression,Corrected Total,131,46935,_,_,_
FBgn0265180,Expression,Model,65,206744,3181,5.90,6.49613E-12
FBgn0265180,Expression,Error,66,35585,539,_,_
FBgn0265180,Expression,Corrected Total,131,242329,_,_,_
FBgn0265182,Expression,Model,65,702379,10806,12.26,3.21125E-20
FBgn0265182,Expression,Error,66,58162,881,_,_
FBgn0265182,Expression,Corrected Total,131,760541,_,_,_
FBgn0265184,Expression,Model,65,124,2,2.04,2.24667E-03
FBgn0265184,Expression,Error,66,62,1,_,_
FBgn0265184,Expression,Corrected Total,131,186,_,_,_
FBgn0265185,Expression,Model,65,2927355,45036,11.15,4.58145E-19
FBgn0265185,Expression,Error,66,266607,4040,_,_
FBgn0265185,Expression,Corrected Total,131,3193962,_,_,_
FBgn0265186,Expression,Model,65,68750,1058,26.07,6.88320E-30
FBgn0265186,Expression,Error,66,2678,41,_,_
FBgn0265186,Expression,Corrected Total,131,71428,_,_,_
FBgn0265187,Expression,Model,65,55620,856,4.03,2.94468E-08
FBgn0265187,Expression,Error,66,14017,212,_,_
FBgn0265187,Expression,Corrected Total,131,69637,_,_,_
FBgn0265189,Expression,Model,65,18953,292,8.69,3.90379E-16
FBgn0265189,Expression,Error,66,2215,34,_,_
FBgn0265189,Expression,Corrected Total,131,21168,_,_,_
FBgn0265190,Expression,Model,65,9141,141,6.42,8.66120E-13
FBgn0265190,Expression,Error,66,1447,22,_,_
FBgn0265190,Expression,Corrected Total,131,10588,_,_,_
FBgn0265191,Expression,Model,65,45848,705,5.65,1.78235E-11
FBgn0265191,Expression,Error,66,8237,125,_,_
FBgn0265191,Expression,Corrected Total,131,54085,_,_,_
FBgn0265192,Expression,Model,65,1269778,19535,11.23,3.71589E-19
FBgn0265192,Expression,Error,66,114774,1739,_,_
FBgn0265192,Expression,Corrected Total,131,1384553,_,_,_
FBgn0265193,Expression,Model,65,8762,135,5.69,1.52321E-11
FBgn0265193,Expression,Error,66,1564,24,_,_
FBgn0265193,Expression,Corrected Total,131,10325,_,_,_
FBgn0265194,Expression,Model,65,58349,898,2.55,9.94937E-05
FBgn0265194,Expression,Error,66,23189,351,_,_
FBgn0265194,Expression,Corrected Total,131,81538,_,_,_
FBgn0265199,Expression,Model,65,833,13,4.80,7.19375E-10
FBgn0265199,Expression,Error,66,176,3,_,_
FBgn0265199,Expression,Corrected Total,131,1009,_,_,_
FBgn0265201,Expression,Model,65,708,11,24.79,3.19774E-29
FBgn0265201,Expression,Error,66,29,0,_,_
FBgn0265201,Expression,Corrected Total,131,737,_,_,_
FBgn0265203,Expression,Model,65,71,1,5.66,1.74769E-11
FBgn0265203,Expression,Error,66,13,0,_,_
FBgn0265203,Expression,Corrected Total,131,84,_,_,_
FBgn0265204,Expression,Model,65,1665,26,3.42,7.30824E-07
FBgn0265204,Expression,Error,66,495,8,_,_
FBgn0265204,Expression,Corrected Total,131,2160,_,_,_
FBgn0265205,Expression,Model,65,23,0,1.69,1.73644E-02
FBgn0265205,Expression,Error,66,14,0,_,_
FBgn0265205,Expression,Corrected Total,131,37,_,_,_
FBgn0265253,Expression,Model,65,7597,117,21.29,3.22581E-27
FBgn0265253,Expression,Error,66,362,5,_,_
FBgn0265253,Expression,Corrected Total,131,7959,_,_,_
FBgn0265254,Expression,Model,65,228,4,3.08,4.68699E-06
FBgn0265254,Expression,Error,66,75,1,_,_
FBgn0265254,Expression,Corrected Total,131,303,_,_,_
FBgn0265255,Expression,Model,65,12545,193,9.99,9.18823E-18
FBgn0265255,Expression,Error,66,1274,19,_,_
FBgn0265255,Expression,Corrected Total,131,13819,_,_,_
FBgn0265257,Expression,Model,65,30260,466,12.01,5.76172E-20
FBgn0265257,Expression,Error,66,2558,39,_,_
FBgn0265257,Expression,Corrected Total,131,32818,_,_,_
FBgn0265262,Expression,Model,65,1203350,18513,22.61,5.26509E-28
FBgn0265262,Expression,Error,66,54050,819,_,_
FBgn0265262,Expression,Corrected Total,131,1257400,_,_,_
FBgn0265263,Expression,Model,65,12959093,199371,15.70,2.67300E-23
FBgn0265263,Expression,Error,66,837932,12696,_,_
FBgn0265263,Expression,Corrected Total,131,13797024,_,_,_
