FBgn,Dependent,Source,DF,SS,MS,FValue,ProbF
FBgn0027950,Expression,Model,65,21826,336,27.66,1.11914E-30
FBgn0027950,Expression,Error,66,801,12,_,_
FBgn0027950,Expression,Corrected Total,131,22628,_,_,_
FBgn0027951,Expression,Model,65,419428,6453,15.46,4.22086E-23
FBgn0027951,Expression,Error,66,27549,417,_,_
FBgn0027951,Expression,Corrected Total,131,446977,_,_,_
FBgn0028292,Expression,Model,65,55440,853,17.77,7.12169E-25
FBgn0028292,Expression,Error,66,3168,48,_,_
FBgn0028292,Expression,Corrected Total,131,58608,_,_,_
FBgn0028325,Expression,Model,65,1726780,26566,11.55,1.72055E-19
FBgn0028325,Expression,Error,66,151820,2300,_,_
FBgn0028325,Expression,Corrected Total,131,1878600,_,_,_
FBgn0028327,Expression,Model,65,97951,1507,1.20,2.32229E-01
FBgn0028327,Expression,Error,66,82958,1257,_,_
FBgn0028327,Expression,Corrected Total,131,180909,_,_,_
FBgn0028331,Expression,Model,65,1209488,18608,6.93,1.30125E-13
FBgn0028331,Expression,Error,66,177258,2686,_,_
FBgn0028331,Expression,Corrected Total,131,1386747,_,_,_
FBgn0028336,Expression,Model,65,1211254,18635,3.90,5.62696E-08
FBgn0028336,Expression,Error,66,315229,4776,_,_
FBgn0028336,Expression,Corrected Total,131,1526483,_,_,_
FBgn0028341,Expression,Model,65,292094,4494,7.86,5.37072E-15
FBgn0028341,Expression,Error,66,37748,572,_,_
FBgn0028341,Expression,Corrected Total,131,329841,_,_,_
FBgn0028342,Expression,Model,65,653189,10049,6.98,1.07688E-13
FBgn0028342,Expression,Error,66,95005,1439,_,_
FBgn0028342,Expression,Corrected Total,131,748194,_,_,_
FBgn0028343,Expression,Model,65,1300404,20006,69.40,2.87345E-43
FBgn0028343,Expression,Error,66,19027,288,_,_
FBgn0028343,Expression,Corrected Total,131,1319431,_,_,_
FBgn0028360,Expression,Model,65,356222,5480,6.69,3.09124E-13
FBgn0028360,Expression,Error,66,54061,819,_,_
FBgn0028360,Expression,Corrected Total,131,410283,_,_,_
FBgn0028369,Expression,Model,65,64699,995,6.47,7.14293E-13
FBgn0028369,Expression,Error,66,10160,154,_,_
FBgn0028369,Expression,Corrected Total,131,74858,_,_,_
FBgn0028370,Expression,Model,65,57960,892,9.82,1.49504E-17
FBgn0028370,Expression,Error,66,5995,91,_,_
FBgn0028370,Expression,Corrected Total,131,63955,_,_,_
FBgn0028371,Expression,Model,65,1594154,24525,9.10,1.14672E-16
FBgn0028371,Expression,Error,66,177888,2695,_,_
FBgn0028371,Expression,Corrected Total,131,1772042,_,_,_
FBgn0028372,Expression,Model,65,336441,5176,9.66,2.32044E-17
FBgn0028372,Expression,Error,66,35370,536,_,_
FBgn0028372,Expression,Corrected Total,131,371812,_,_,_
FBgn0028374,Expression,Model,65,28738,442,36.41,2.20664E-34
FBgn0028374,Expression,Error,66,801,12,_,_
FBgn0028374,Expression,Corrected Total,131,29539,_,_,_
FBgn0028375,Expression,Model,65,58675,903,4.06,2.48640E-08
FBgn0028375,Expression,Error,66,14665,222,_,_
FBgn0028375,Expression,Corrected Total,131,73340,_,_,_
FBgn0028379,Expression,Model,65,1938042,29816,15.31,5.63094E-23
FBgn0028379,Expression,Error,66,128563,1948,_,_
FBgn0028379,Expression,Corrected Total,131,2066605,_,_,_
FBgn0028380,Expression,Model,65,161429,2484,6.16,2.27829E-12
FBgn0028380,Expression,Error,66,26592,403,_,_
FBgn0028380,Expression,Corrected Total,131,188021,_,_,_
FBgn0028381,Expression,Model,65,307451,4730,41.97,2.55448E-36
FBgn0028381,Expression,Error,66,7439,113,_,_
FBgn0028381,Expression,Corrected Total,131,314889,_,_,_
FBgn0028382,Expression,Model,65,10276,158,8.24,1.58621E-15
FBgn0028382,Expression,Error,66,1267,19,_,_
FBgn0028382,Expression,Corrected Total,131,11543,_,_,_
FBgn0028387,Expression,Model,65,59102,909,11.44,2.24100E-19
FBgn0028387,Expression,Error,66,5246,79,_,_
FBgn0028387,Expression,Corrected Total,131,64347,_,_,_
FBgn0028394,Expression,Model,65,6734,104,12.65,1.33946E-20
FBgn0028394,Expression,Error,66,541,8,_,_
FBgn0028394,Expression,Corrected Total,131,7275,_,_,_
FBgn0028396,Expression,Model,65,8966286,137943,2.58,8.64991E-05
FBgn0028396,Expression,Error,66,3530805,53497,_,_
FBgn0028396,Expression,Corrected Total,131,12497091,_,_,_
FBgn0028397,Expression,Model,65,1505296,23158,4.33,6.49003E-09
FBgn0028397,Expression,Error,66,352596,5342,_,_
FBgn0028397,Expression,Corrected Total,131,1857892,_,_,_
FBgn0028398,Expression,Model,65,4592,71,2.91,1.26628E-05
FBgn0028398,Expression,Error,66,1604,24,_,_
FBgn0028398,Expression,Corrected Total,131,6196,_,_,_
FBgn0028399,Expression,Model,65,312783,4812,13.38,2.70038E-21
FBgn0028399,Expression,Error,66,23734,360,_,_
FBgn0028399,Expression,Corrected Total,131,336518,_,_,_
FBgn0028400,Expression,Model,65,2199528,33839,9.23,7.78694E-17
FBgn0028400,Expression,Error,66,241905,3665,_,_
FBgn0028400,Expression,Corrected Total,131,2441432,_,_,_
FBgn0028402,Expression,Model,65,19493,300,14.22,4.75554E-22
FBgn0028402,Expression,Error,66,1392,21,_,_
FBgn0028402,Expression,Corrected Total,131,20885,_,_,_
FBgn0028406,Expression,Model,65,1721,26,5.73,1.29723E-11
FBgn0028406,Expression,Error,66,305,5,_,_
FBgn0028406,Expression,Corrected Total,131,2026,_,_,_
FBgn0028407,Expression,Model,65,1695,26,6.09,3.06519E-12
FBgn0028407,Expression,Error,66,283,4,_,_
FBgn0028407,Expression,Corrected Total,131,1978,_,_,_
FBgn0028408,Expression,Model,65,1117192,17188,17.60,9.40013E-25
FBgn0028408,Expression,Error,66,64449,977,_,_
FBgn0028408,Expression,Corrected Total,131,1181641,_,_,_
FBgn0028410,Expression,Model,65,10266,158,13.79,1.13971E-21
FBgn0028410,Expression,Error,66,756,11,_,_
FBgn0028410,Expression,Corrected Total,131,11022,_,_,_
FBgn0028411,Expression,Model,65,48322,743,5.56,2.63150E-11
FBgn0028411,Expression,Error,66,8828,134,_,_
FBgn0028411,Expression,Corrected Total,131,57150,_,_,_
FBgn0028412,Expression,Model,65,12445227,191465,29.98,9.28836E-32
FBgn0028412,Expression,Error,66,421483,6386,_,_
FBgn0028412,Expression,Corrected Total,131,12866710,_,_,_
FBgn0028415,Expression,Model,65,2461960,37876,0.88,6.98516E-01
FBgn0028415,Expression,Error,66,2844762,43102,_,_
FBgn0028415,Expression,Corrected Total,131,5306722,_,_,_
FBgn0028421,Expression,Model,65,89607,1379,9.96,9.98530E-18
FBgn0028421,Expression,Error,66,9131,138,_,_
FBgn0028421,Expression,Corrected Total,131,98738,_,_,_
FBgn0028422,Expression,Model,65,496,8,4.00,3.48219E-08
FBgn0028422,Expression,Error,66,126,2,_,_
FBgn0028422,Expression,Corrected Total,131,622,_,_,_
FBgn0028424,Expression,Model,65,3337,51,7.46,2.01741E-14
FBgn0028424,Expression,Error,66,454,7,_,_
FBgn0028424,Expression,Corrected Total,131,3792,_,_,_
FBgn0028425,Expression,Model,65,268734,4134,50.82,6.00402E-39
FBgn0028425,Expression,Error,66,5369,81,_,_
FBgn0028425,Expression,Corrected Total,131,274104,_,_,_
FBgn0028426,Expression,Model,65,63088,971,22.03,1.14644E-27
FBgn0028426,Expression,Error,66,2908,44,_,_
FBgn0028426,Expression,Corrected Total,131,65996,_,_,_
FBgn0028427,Expression,Model,65,78052,1201,11.81,9.11027E-20
FBgn0028427,Expression,Error,66,6708,102,_,_
FBgn0028427,Expression,Corrected Total,131,84760,_,_,_
FBgn0028429,Expression,Model,65,101662,1564,6.89,1.51375E-13
FBgn0028429,Expression,Error,66,14990,227,_,_
FBgn0028429,Expression,Corrected Total,131,116652,_,_,_
FBgn0028430,Expression,Model,65,783,12,1.22,2.12559E-01
FBgn0028430,Expression,Error,66,653,10,_,_
FBgn0028430,Expression,Corrected Total,131,1436,_,_,_
FBgn0028434,Expression,Model,65,2159,33,39.77,1.38234E-35
FBgn0028434,Expression,Error,66,55,1,_,_
FBgn0028434,Expression,Corrected Total,131,2214,_,_,_
FBgn0028436,Expression,Model,65,390,6,1.52,4.61677E-02
FBgn0028436,Expression,Error,66,260,4,_,_
FBgn0028436,Expression,Corrected Total,131,650,_,_,_
FBgn0028467,Expression,Model,65,63800,982,3.54,3.67858E-07
FBgn0028467,Expression,Error,66,18284,277,_,_
FBgn0028467,Expression,Corrected Total,131,82084,_,_,_
FBgn0028468,Expression,Model,65,130088,2001,21.25,3.42728E-27
FBgn0028468,Expression,Error,66,6217,94,_,_
FBgn0028468,Expression,Corrected Total,131,136305,_,_,_
FBgn0028471,Expression,Model,65,160333,2467,11.42,2.36973E-19
FBgn0028471,Expression,Error,66,14260,216,_,_
FBgn0028471,Expression,Corrected Total,131,174593,_,_,_
FBgn0028473,Expression,Model,65,3959998,60923,4.50,2.92103E-09
FBgn0028473,Expression,Error,66,893305,13535,_,_
FBgn0028473,Expression,Corrected Total,131,4853303,_,_,_
FBgn0028474,Expression,Model,65,80278,1235,17.39,1.35189E-24
FBgn0028474,Expression,Error,66,4688,71,_,_
FBgn0028474,Expression,Corrected Total,131,84966,_,_,_
FBgn0028475,Expression,Model,65,752129,11571,6.19,2.05101E-12
FBgn0028475,Expression,Error,66,123359,1869,_,_
FBgn0028475,Expression,Corrected Total,131,875489,_,_,_
FBgn0028476,Expression,Model,65,127236,1957,4.91,4.48432E-10
FBgn0028476,Expression,Error,66,26336,399,_,_
FBgn0028476,Expression,Corrected Total,131,153572,_,_,_
FBgn0028479,Expression,Model,65,1121155,17249,6.07,3.33675E-12
FBgn0028479,Expression,Error,66,187650,2843,_,_
FBgn0028479,Expression,Corrected Total,131,1308805,_,_,_
FBgn0028480,Expression,Model,65,2255451,34699,11.42,2.36582E-19
FBgn0028480,Expression,Error,66,200582,3039,_,_
FBgn0028480,Expression,Corrected Total,131,2456033,_,_,_
FBgn0028481,Expression,Model,65,248592,3824,10.69,1.46347E-18
FBgn0028481,Expression,Error,66,23613,358,_,_
FBgn0028481,Expression,Corrected Total,131,272205,_,_,_
FBgn0028482,Expression,Model,65,806048,12401,45.10,2.63945E-37
FBgn0028482,Expression,Error,66,18148,275,_,_
FBgn0028482,Expression,Corrected Total,131,824196,_,_,_
FBgn0028484,Expression,Model,65,147028,2262,4.72,1.02740E-09
FBgn0028484,Expression,Error,66,31601,479,_,_
FBgn0028484,Expression,Corrected Total,131,178630,_,_,_
FBgn0028487,Expression,Model,65,1570625,24163,6.34,1.14891E-12
FBgn0028487,Expression,Error,66,251503,3811,_,_
FBgn0028487,Expression,Corrected Total,131,1822128,_,_,_
FBgn0028490,Expression,Model,65,2550054,39232,14.71,1.76646E-22
FBgn0028490,Expression,Error,66,175969,2666,_,_
FBgn0028490,Expression,Corrected Total,131,2726023,_,_,_
FBgn0028491,Expression,Model,65,8617189,132572,39.25,2.09518E-35
FBgn0028491,Expression,Error,66,222917,3378,_,_
FBgn0028491,Expression,Corrected Total,131,8840106,_,_,_
FBgn0028494,Expression,Model,65,2108,32,6.55,5.27006E-13
FBgn0028494,Expression,Error,66,327,5,_,_
FBgn0028494,Expression,Corrected Total,131,2435,_,_,_
FBgn0028496,Expression,Model,65,376471,5792,9.18,8.99383E-17
FBgn0028496,Expression,Error,66,41628,631,_,_
FBgn0028496,Expression,Corrected Total,131,418099,_,_,_
FBgn0028497,Expression,Model,65,129259,1989,11.05,5.93351E-19
FBgn0028497,Expression,Error,66,11883,180,_,_
FBgn0028497,Expression,Corrected Total,131,141142,_,_,_
FBgn0028499,Expression,Model,65,4369,67,5.50,3.30951E-11
FBgn0028499,Expression,Error,66,806,12,_,_
FBgn0028499,Expression,Corrected Total,131,5176,_,_,_
FBgn0028500,Expression,Model,65,30721,473,2.30,4.51700E-04
FBgn0028500,Expression,Error,66,13548,205,_,_
FBgn0028500,Expression,Corrected Total,131,44270,_,_,_
FBgn0028504,Expression,Model,65,1094,17,4.55,2.34793E-09
FBgn0028504,Expression,Error,66,244,4,_,_
FBgn0028504,Expression,Corrected Total,131,1338,_,_,_
FBgn0028506,Expression,Model,65,30305,466,19.69,3.35605E-26
FBgn0028506,Expression,Error,66,1563,24,_,_
FBgn0028506,Expression,Corrected Total,131,31868,_,_,_
FBgn0028507,Expression,Model,65,14847,228,5.97,4.92518E-12
FBgn0028507,Expression,Error,66,2526,38,_,_
FBgn0028507,Expression,Corrected Total,131,17372,_,_,_
FBgn0028509,Expression,Model,65,147047,2262,4.89,4.75177E-10
FBgn0028509,Expression,Error,66,30516,462,_,_
FBgn0028509,Expression,Corrected Total,131,177564,_,_,_
FBgn0028513,Expression,Model,65,12353681,190057,11.84,8.54008E-20
FBgn0028513,Expression,Error,66,1059249,16049,_,_
FBgn0028513,Expression,Corrected Total,131,13412930,_,_,_
FBgn0028514,Expression,Model,65,95,1,2.49,1.49557E-04
FBgn0028514,Expression,Error,66,39,1,_,_
FBgn0028514,Expression,Corrected Total,131,134,_,_,_
FBgn0028515,Expression,Model,65,28000,431,2.98,8.39282E-06
FBgn0028515,Expression,Error,66,9545,145,_,_
FBgn0028515,Expression,Corrected Total,131,37545,_,_,_
FBgn0028516,Expression,Model,65,196787,3027,8.48,7.35497E-16
FBgn0028516,Expression,Error,66,23558,357,_,_
FBgn0028516,Expression,Corrected Total,131,220345,_,_,_
FBgn0028518,Expression,Model,65,136524,2100,39.23,2.12499E-35
FBgn0028518,Expression,Error,66,3533,54,_,_
FBgn0028518,Expression,Corrected Total,131,140058,_,_,_
FBgn0028519,Expression,Model,65,69624,1071,31.26,2.55986E-32
FBgn0028519,Expression,Error,66,2262,34,_,_
FBgn0028519,Expression,Corrected Total,131,71886,_,_,_
FBgn0028520,Expression,Model,65,46478,715,6.17,2.23039E-12
FBgn0028520,Expression,Error,66,7650,116,_,_
FBgn0028520,Expression,Corrected Total,131,54127,_,_,_
FBgn0028523,Expression,Model,65,34213,526,2.06,1.90962E-03
FBgn0028523,Expression,Error,66,16834,255,_,_
FBgn0028523,Expression,Corrected Total,131,51047,_,_,_
FBgn0028525,Expression,Model,65,74886,1152,16.37,7.86836E-24
FBgn0028525,Expression,Error,66,4644,70,_,_
FBgn0028525,Expression,Corrected Total,131,79530,_,_,_
FBgn0028526,Expression,Model,65,7545698,116088,9.65,2.34700E-17
FBgn0028526,Expression,Error,66,793620,12025,_,_
FBgn0028526,Expression,Corrected Total,131,8339318,_,_,_
FBgn0028527,Expression,Model,65,86419,1330,5.11,1.77533E-10
FBgn0028527,Expression,Error,66,17161,260,_,_
FBgn0028527,Expression,Corrected Total,131,103580,_,_,_
FBgn0028530,Expression,Model,65,9120,140,4.56,2.21700E-09
FBgn0028530,Expression,Error,66,2031,31,_,_
FBgn0028530,Expression,Corrected Total,131,11152,_,_,_
FBgn0028531,Expression,Model,65,882812,13582,6.19,2.06977E-12
FBgn0028531,Expression,Error,66,144848,2195,_,_
FBgn0028531,Expression,Corrected Total,131,1027660,_,_,_
FBgn0028532,Expression,Model,65,88107,1355,9.92,1.12946E-17
FBgn0028532,Expression,Error,66,9019,137,_,_
FBgn0028532,Expression,Corrected Total,131,97127,_,_,_
FBgn0028533,Expression,Model,65,7542760,116042,8.66,4.22127E-16
FBgn0028533,Expression,Error,66,884110,13396,_,_
FBgn0028533,Expression,Corrected Total,131,8426870,_,_,_
FBgn0028534,Expression,Model,65,5514963,84846,2.97,8.58999E-06
FBgn0028534,Expression,Error,66,1882612,28524,_,_
FBgn0028534,Expression,Corrected Total,131,7397575,_,_,_
FBgn0028538,Expression,Model,65,65862,1013,1.15,2.88594E-01
FBgn0028538,Expression,Error,66,58245,882,_,_
FBgn0028538,Expression,Corrected Total,131,124107,_,_,_
FBgn0028539,Expression,Model,65,76254,1173,2.53,1.17338E-04
FBgn0028539,Expression,Error,66,30637,464,_,_
FBgn0028539,Expression,Corrected Total,131,106891,_,_,_
FBgn0028540,Expression,Model,65,96923,1491,4.47,3.31037E-09
FBgn0028540,Expression,Error,66,21992,333,_,_
FBgn0028540,Expression,Corrected Total,131,118915,_,_,_
FBgn0028541,Expression,Model,65,84777,1304,0.85,7.47636E-01
FBgn0028541,Expression,Error,66,101602,1539,_,_
FBgn0028541,Expression,Corrected Total,131,186379,_,_,_
FBgn0028542,Expression,Model,65,7820,120,5.69,1.53454E-11
FBgn0028542,Expression,Error,66,1396,21,_,_
FBgn0028542,Expression,Corrected Total,131,9215,_,_,_
FBgn0028543,Expression,Model,65,770921,11860,5.64,1.87634E-11
FBgn0028543,Expression,Error,66,138807,2103,_,_
FBgn0028543,Expression,Corrected Total,131,909728,_,_,_
FBgn0028544,Expression,Model,65,2694,41,1.11,3.37274E-01
FBgn0028544,Expression,Error,66,2465,37,_,_
FBgn0028544,Expression,Corrected Total,131,5159,_,_,_
FBgn0028546,Expression,Model,65,26169,403,6.98,1.06929E-13
FBgn0028546,Expression,Error,66,3805,58,_,_
FBgn0028546,Expression,Corrected Total,131,29974,_,_,_
FBgn0028550,Expression,Model,65,174296,2681,6.95,1.19309E-13
FBgn0028550,Expression,Error,66,25455,386,_,_
FBgn0028550,Expression,Corrected Total,131,199752,_,_,_
FBgn0028552,Expression,Model,65,7401,114,11.57,1.62733E-19
FBgn0028552,Expression,Error,66,649,10,_,_
FBgn0028552,Expression,Corrected Total,131,8050,_,_,_
FBgn0028554,Expression,Model,65,562422,8653,99.89,2.28670E-48
FBgn0028554,Expression,Error,66,5717,87,_,_
FBgn0028554,Expression,Corrected Total,131,568139,_,_,_
FBgn0028560,Expression,Model,65,1580240,24311,5.22,1.09675E-10
FBgn0028560,Expression,Error,66,307192,4654,_,_
FBgn0028560,Expression,Corrected Total,131,1887432,_,_,_
FBgn0028561,Expression,Model,65,24507,377,3.86,7.09526E-08
FBgn0028561,Expression,Error,66,6452,98,_,_
FBgn0028561,Expression,Corrected Total,131,30959,_,_,_
FBgn0028562,Expression,Model,65,6527,100,5.59,2.33230E-11
FBgn0028562,Expression,Error,66,1186,18,_,_
FBgn0028562,Expression,Corrected Total,131,7714,_,_,_
FBgn0028563,Expression,Model,65,143890,2214,47.55,4.95272E-38
FBgn0028563,Expression,Error,66,3073,47,_,_
FBgn0028563,Expression,Corrected Total,131,146963,_,_,_
FBgn0028567,Expression,Model,65,5274694,81149,11.03,6.20080E-19
FBgn0028567,Expression,Error,66,485671,7359,_,_
FBgn0028567,Expression,Corrected Total,131,5760365,_,_,_
FBgn0028569,Expression,Model,65,105118,1617,5.30,7.93361E-11
FBgn0028569,Expression,Error,66,20146,305,_,_
FBgn0028569,Expression,Corrected Total,131,125264,_,_,_
FBgn0028570,Expression,Model,65,96364,1483,8.68,3.95500E-16
FBgn0028570,Expression,Error,66,11267,171,_,_
FBgn0028570,Expression,Corrected Total,131,107631,_,_,_
FBgn0028572,Expression,Model,65,252869,3890,7.62,1.17773E-14
FBgn0028572,Expression,Error,66,33694,511,_,_
FBgn0028572,Expression,Corrected Total,131,286563,_,_,_
FBgn0028573,Expression,Model,65,386,6,2.19,8.71037E-04
FBgn0028573,Expression,Error,66,179,3,_,_
FBgn0028573,Expression,Corrected Total,131,565,_,_,_
FBgn0028577,Expression,Model,65,125317,1928,2.07,1.83349E-03
FBgn0028577,Expression,Error,66,61460,931,_,_
FBgn0028577,Expression,Corrected Total,131,186777,_,_,_
FBgn0028579,Expression,Model,65,1305879,20090,7.17,5.58466E-14
FBgn0028579,Expression,Error,66,185024,2803,_,_
FBgn0028579,Expression,Corrected Total,131,1490903,_,_,_
FBgn0028582,Expression,Model,65,1512334,23267,5.44,4.27845E-11
FBgn0028582,Expression,Error,66,282146,4275,_,_
FBgn0028582,Expression,Corrected Total,131,1794480,_,_,_
FBgn0028583,Expression,Model,65,221855511,3413162,5.86,7.69571E-12
FBgn0028583,Expression,Error,66,38459649,582722,_,_
FBgn0028583,Expression,Corrected Total,131,260315160,_,_,_
FBgn0028622,Expression,Model,65,16556,255,26.88,2.68476E-30
FBgn0028622,Expression,Error,66,625,9,_,_
FBgn0028622,Expression,Corrected Total,131,17181,_,_,_
FBgn0028644,Expression,Model,65,47240,727,4.91,4.37984E-10
FBgn0028644,Expression,Error,66,9768,148,_,_
FBgn0028644,Expression,Corrected Total,131,57007,_,_,_
FBgn0028645,Expression,Model,65,22612,348,9.28,6.75338E-17
FBgn0028645,Expression,Error,66,2474,37,_,_
FBgn0028645,Expression,Corrected Total,131,25086,_,_,_
FBgn0028646,Expression,Model,65,867782,13350,25.51,1.33787E-29
FBgn0028646,Expression,Error,66,34545,523,_,_
FBgn0028646,Expression,Corrected Total,131,902327,_,_,_
FBgn0028647,Expression,Model,65,41356,636,6.64,3.66444E-13
FBgn0028647,Expression,Error,66,6320,96,_,_
FBgn0028647,Expression,Corrected Total,131,47676,_,_,_
FBgn0028648,Expression,Model,65,11926,183,6.99,1.04789E-13
FBgn0028648,Expression,Error,66,1733,26,_,_
FBgn0028648,Expression,Corrected Total,131,13659,_,_,_
FBgn0028658,Expression,Model,65,207,3,1.16,2.72247E-01
FBgn0028658,Expression,Error,66,181,3,_,_
FBgn0028658,Expression,Corrected Total,131,387,_,_,_
FBgn0028662,Expression,Model,65,1014045,15601,20.15,1.68877E-26
FBgn0028662,Expression,Error,66,51106,774,_,_
FBgn0028662,Expression,Corrected Total,131,1065152,_,_,_
FBgn0028663,Expression,Model,65,526457,8099,16.55,5.78734E-24
FBgn0028663,Expression,Error,66,32305,489,_,_
FBgn0028663,Expression,Corrected Total,131,558763,_,_,_
FBgn0028664,Expression,Model,65,7178,110,8.27,1.41872E-15
FBgn0028664,Expression,Error,66,881,13,_,_
FBgn0028664,Expression,Corrected Total,131,8059,_,_,_
FBgn0028665,Expression,Model,65,1131749,17412,17.19,1.87437E-24
FBgn0028665,Expression,Error,66,66835,1013,_,_
FBgn0028665,Expression,Corrected Total,131,1198583,_,_,_
FBgn0028669,Expression,Model,65,696553,10716,5.21,1.17475E-10
FBgn0028669,Expression,Error,66,135817,2058,_,_
FBgn0028669,Expression,Corrected Total,131,832371,_,_,_
FBgn0028670,Expression,Model,65,3541943,54491,36.15,2.77024E-34
FBgn0028670,Expression,Error,66,99496,1508,_,_
FBgn0028670,Expression,Corrected Total,131,3641439,_,_,_
FBgn0028671,Expression,Model,65,354529,5454,3.03,6.10045E-06
FBgn0028671,Expression,Error,66,118630,1797,_,_
FBgn0028671,Expression,Corrected Total,131,473159,_,_,_
FBgn0028675,Expression,Model,65,1771,27,2.20,8.48307E-04
FBgn0028675,Expression,Error,66,818,12,_,_
FBgn0028675,Expression,Corrected Total,131,2589,_,_,_
FBgn0028683,Expression,Model,65,18766,289,38.37,4.27381E-35
FBgn0028683,Expression,Error,66,497,8,_,_
FBgn0028683,Expression,Corrected Total,131,19263,_,_,_
FBgn0028684,Expression,Model,65,457937,7045,19.45,4.85427E-26
FBgn0028684,Expression,Error,66,23909,362,_,_
FBgn0028684,Expression,Corrected Total,131,481846,_,_,_
FBgn0028685,Expression,Model,65,243756,3750,18.64,1.72792E-25
FBgn0028685,Expression,Error,66,13281,201,_,_
FBgn0028685,Expression,Corrected Total,131,257036,_,_,_
FBgn0028686,Expression,Model,65,363370,5590,9.29,6.60518E-17
FBgn0028686,Expression,Error,66,39718,602,_,_
FBgn0028686,Expression,Corrected Total,131,403088,_,_,_
FBgn0028687,Expression,Model,65,495923,7630,16.17,1.13365E-23
FBgn0028687,Expression,Error,66,31138,472,_,_
FBgn0028687,Expression,Corrected Total,131,527061,_,_,_
FBgn0028688,Expression,Model,65,435111,6694,3.91,5.28176E-08
FBgn0028688,Expression,Error,66,112880,1710,_,_
FBgn0028688,Expression,Corrected Total,131,547991,_,_,_
FBgn0028689,Expression,Model,65,1653371,25436,9.26,7.14549E-17
FBgn0028689,Expression,Error,66,181254,2746,_,_
FBgn0028689,Expression,Corrected Total,131,1834625,_,_,_
FBgn0028690,Expression,Model,65,874030,13447,16.95,2.84346E-24
FBgn0028690,Expression,Error,66,52351,793,_,_
FBgn0028690,Expression,Corrected Total,131,926381,_,_,_
FBgn0028691,Expression,Model,65,362082,5570,12.09,4.74344E-20
FBgn0028691,Expression,Error,66,30402,461,_,_
FBgn0028691,Expression,Corrected Total,131,392484,_,_,_
FBgn0028692,Expression,Model,65,644087,9909,8.54,6.20440E-16
FBgn0028692,Expression,Error,66,76609,1161,_,_
FBgn0028692,Expression,Corrected Total,131,720696,_,_,_
FBgn0028693,Expression,Model,65,446026,6862,5.43,4.42316E-11
FBgn0028693,Expression,Error,66,83332,1263,_,_
FBgn0028693,Expression,Corrected Total,131,529358,_,_,_
FBgn0028694,Expression,Model,65,499815,7689,15.36,5.12297E-23
FBgn0028694,Expression,Error,66,33048,501,_,_
FBgn0028694,Expression,Corrected Total,131,532864,_,_,_
FBgn0028695,Expression,Model,65,586673,9026,14.65,1.98944E-22
FBgn0028695,Expression,Error,66,40651,616,_,_
FBgn0028695,Expression,Corrected Total,131,627324,_,_,_
FBgn0028697,Expression,Model,65,22655808,348551,3.26,1.67441E-06
FBgn0028697,Expression,Error,66,7045934,106757,_,_
FBgn0028697,Expression,Corrected Total,131,29701741,_,_,_
FBgn0028699,Expression,Model,65,101180,1557,15.29,5.79852E-23
FBgn0028699,Expression,Error,66,6719,102,_,_
FBgn0028699,Expression,Corrected Total,131,107899,_,_,_
FBgn0028700,Expression,Model,65,84803,1305,20.54,9.42769E-27
FBgn0028700,Expression,Error,66,4192,64,_,_
FBgn0028700,Expression,Corrected Total,131,88994,_,_,_
FBgn0028703,Expression,Model,65,198026,3047,7.73,8.04360E-15
FBgn0028703,Expression,Error,66,25997,394,_,_
FBgn0028703,Expression,Corrected Total,131,224022,_,_,_
FBgn0028704,Expression,Model,65,3694668,56841,7.35,2.92099E-14
FBgn0028704,Expression,Error,66,510206,7730,_,_
FBgn0028704,Expression,Corrected Total,131,4204874,_,_,_
FBgn0028707,Expression,Model,65,297,5,4.73,1.01798E-09
FBgn0028707,Expression,Error,66,64,1,_,_
FBgn0028707,Expression,Corrected Total,131,360,_,_,_
FBgn0028708,Expression,Model,65,32702,503,25.14,2.07130E-29
FBgn0028708,Expression,Error,66,1321,20,_,_
FBgn0028708,Expression,Corrected Total,131,34022,_,_,_
FBgn0028717,Expression,Model,65,83260,1281,8.48,7.41707E-16
FBgn0028717,Expression,Error,66,9971,151,_,_
FBgn0028717,Expression,Corrected Total,131,93231,_,_,_
FBgn0028734,Expression,Model,65,722051,11108,8.54,6.08834E-16
FBgn0028734,Expression,Error,66,85820,1300,_,_
FBgn0028734,Expression,Corrected Total,131,807871,_,_,_
FBgn0028737,Expression,Model,65,6663093,102509,4.90,4.63731E-10
FBgn0028737,Expression,Error,66,1381243,20928,_,_
FBgn0028737,Expression,Corrected Total,131,8044336,_,_,_
FBgn0028740,Expression,Model,65,151,2,2.25,6.33304E-04
FBgn0028740,Expression,Error,66,68,1,_,_
FBgn0028740,Expression,Corrected Total,131,219,_,_,_
FBgn0028743,Expression,Model,65,40492,623,3.57,3.19499E-07
FBgn0028743,Expression,Error,66,11518,175,_,_
FBgn0028743,Expression,Corrected Total,131,52011,_,_,_
FBgn0028744,Expression,Model,65,275741,4242,42.14,2.24058E-36
FBgn0028744,Expression,Error,66,6644,101,_,_
FBgn0028744,Expression,Corrected Total,131,282385,_,_,_
FBgn0028746,Expression,Model,65,9274,143,8.27,1.44586E-15
FBgn0028746,Expression,Error,66,1139,17,_,_
FBgn0028746,Expression,Corrected Total,131,10413,_,_,_
FBgn0028789,Expression,Model,65,7763,119,7.38,2.66334E-14
FBgn0028789,Expression,Error,66,1068,16,_,_
FBgn0028789,Expression,Corrected Total,131,8831,_,_,_
