Genes,Day5,Day7,Day14,Day21,Day28,Day35,Day42,Day49,Day56,Day63,Day70
FBgn0038211,56.36327,41.8605,38.25273,40.49923,34.54699,38.8195,41.07923,51.51457,49.66783,57.54405,55.21425
FBgn0038224,221.4632,196.0728,184.7944,171.0911,146.3599,155.5236,132.6959,126.8519,127.2401,110.2906,114.2233
FBgn0038236,274.79626,241.56645,208.29485,210.96537,191.30358,173.17938,147.62141,179.11389,95.10742,94.28378,92.06477
FBgn0038243,25.18522,23.91226,26.7613,27.90173,27.80639,29.94768,34.83922,34.52327,35.88018,42.33427,44.44389
FBgn0038246,40.93074,44.04914,51.30171,47.25982,49.21215,49.33546,37.91486,37.68326,31.0863,30.46249,35.95477
FBgn0038247,7.050126,6.807838,6.8819,6.462131,6.587072,6.241866,6.042892,4.753864,5.893957,4.269819,5.646095
FBgn0038250,14.57245,14.63549,13.77611,16.75769,14.90125,15.95536,18.06729,22.95983,24.79097,26.61856,24.75319
FBgn0038256,100.26396,105.38919,96.29166,98.31174,90.55757,91.45112,82.72415,72.04507,65.41066,64.74064,66.70295
FBgn0038257,227.31662,147.49489,132.25365,118.10272,82.45672,94.679,76.27445,94.19545,103.54842,130.7365,115.49607
FBgn0038262,4.766723,6.30239,6.411586,7.61821,7.243403,6.285205,6.7579,7.862745,6.555735,7.331855,7.400928
FBgn0038271,852.1155,595.7137,459.2373,481.4968,384.7943,393.6065,355.8337,359.6386,364.6072,349.1806,315.0527
FBgn0038292,45.0706,43.76939,63.85829,62.89547,59.28444,56.05507,52.78476,44.32423,39.3565,45.67229,51.41483
FBgn0038294,1253.6398,876.2032,529.6322,382.4839,454.6545,479.1004,385.6015,311.4372,258.7556,229.5042,265.7063
FBgn0038299,15.95544,17.00884,14.35513,21.13859,28.9661,24.0022,46.1099,85.72479,87.86562,84.98058,94.37532
FBgn0038326,59.71218,54.80926,55.1562,56.13542,48.87078,48.91618,42.35738,41.74564,37.03727,37.17004,37.98422
FBgn0038327,138.807,158.7263,151.0168,139.5593,108.7055,101.3277,112.2333,137.7088,105.7091,136.0643,159.0302
FBgn0038341,68.38593,50.83308,48.25657,43.49757,45.27607,44.7592,43.92613,44.40614,41.32723,39.72916,40.90192
FBgn0038344,38.6208,40.07941,40.49422,44.94037,45.64242,45.54064,49.31185,51.78107,50.63898,59.66612,64.75831
FBgn0038350,8.804941,9.659955,9.051209,7.166848,8.534023,8.182799,6.224248,6.125135,6.228705,4.981341,5.482715
FBgn0038354,11.971426,12.212816,10.91689,10.183053,10.139298,9.041684,9.684731,9.653079,8.008839,7.192149,6.735734
FBgn0038376,154.2822,150.3259,145.5043,151.4719,130.6034,129.9419,126.8075,117.5124,113.7357,115.5447,120.6629
FBgn0038387,30.68109,30.3137,28.90127,28.9827,26.59727,25.99697,25.30163,23.90135,23.47536,20.94399,23.0642
FBgn0038391,14.05676,12.730862,13.545674,14.682225,14.015786,13.909962,11.492991,11.681593,8.964866,10.823775,10.129636
FBgn0038400,204.6105,164.7064,133.6289,145.2148,119.8636,119.244,120.7919,118.0848,128.3589,119.6154,110.4158
FBgn0038404,12.697237,9.517081,9.860638,10.039318,7.97608,8.982619,7.692152,8.374687,8.950152,8.703831,8.263115
FBgn0038412,8.74746,8.986911,10.264205,9.609141,11.996196,14.417552,17.85537,20.332983,18.764459,17.255651,18.882039
FBgn0038414,7.896993,6.795492,6.338186,6.365563,5.825199,4.971669,4.793884,4.150598,3.635034,3.506777,3.997057
FBgn0038415,4.134451,3.35294,3.503841,3.659867,4.329747,3.91767,3.031583,2.98592,2.53297,2.512319,3.01856
FBgn0038420,43.83247,41.89357,39.35716,38.11381,35.30008,39.36698,36.53556,36.07426,34.00205,31.45521,36.72767
FBgn0038449,64.37508,56.31278,63.25061,52.11733,42.5328,40.26775,25.68211,29.37347,23.82889,20.97356,21.23534
FBgn0038450,188.6962,199.45039,186.57857,181.46781,167.99525,162.22565,139.97402,126.92343,100.78423,94.51093,100.5215
FBgn0038455,13.57193,13.02988,15.95269,17.05628,18.91088,21.05125,23.99935,24.2968,23.99911,27.40312,32.40926
FBgn0038460,18.94406,18.70161,17.44715,17.35807,15.02202,14.43622,16.32164,13.64586,13.75864,11.90883,12.19484
FBgn0038462,20.34929,17.07156,14.857,15.01198,13.12405,13.51118,13.56765,13.87155,13.39626,12.72019,13.50701
FBgn0038463,70.13625,59.46403,55.01525,53.34781,45.41672,47.01941,48.27681,56.07946,53.64355,60.67253,56.90555
FBgn0038465,194.9603,182.6747,171.5358,191.646,188.4149,202.6404,252.6569,309.5681,298.9575,334.0319,316.2417
FBgn0038466,37.93291,39.50925,50.2338,59.90693,51.90103,48.49282,47.93874,36.95546,34.00113,39.01264,38.18179
FBgn0038467,62.97639,59.93366,54.61202,52.96309,47.22562,51.31593,54.33107,61.87417,69.20569,81.61973,80.2815
FBgn0038469,84.15602,60.80121,67.51401,76.69562,66.14167,49.23311,50.7381,26.47781,19.18143,16.63471,11.16895
FBgn0038474,22.34542,22.47433,23.84736,22.76875,21.06726,21.73844,19.93615,19.22556,18.58184,19.0207,19.74473
FBgn0038475,35.39127,44.12811,44.21528,39.83361,42.14591,37.84914,34.31086,31.51009,26.55493,27.05647,29.40792
FBgn0038479,3.252151,3.606769,3.843891,3.940118,2.695156,2.090677,1.829691,1.558875,1.591422,1.229075,1.295301
FBgn0038482,9.790375,10.285431,10.480366,11.650753,8.741667,6.547194,5.993906,4.764253,4.092769,4.103597,3.250288
FBgn0038484,32.517609,55.915644,65.322281,67.199058,38.084139,22.945849,17.757241,10.078066,8.389298,5.486349,7.203825
FBgn0038519,72.31904,72.99479,69.65807,70.88298,59.47163,63.04624,59.84762,56.43101,56.15262,54.04936,54.98621
FBgn0038530,0.776824,1.509017,0.60828,2.140546,4.400895,6.16311,10.504205,10.613005,17.48347,16.552315,23.968092
FBgn0038533,20.11338,20.17536,21.77958,24.33366,22.25527,25.60887,24.57196,26.40684,25.05052,27.3654,29.81111
FBgn0038542,10.073039,10.658983,12.223445,11.102117,11.664904,11.852968,10.126666,9.070869,8.148283,8.239837,8.923025
FBgn0038545,19.23991,16.43112,16.81901,16.75555,15.57528,17.66363,19.16841,17.65733,18.87567,21.14556,22.78831
FBgn0038577,68.02626,62.81045,60.17475,64.13997,50.42886,48.68725,45.04256,43.20477,39.65648,36.95561,39.56335
FBgn0038585,34.11804,31.98378,27.77707,29.97474,27.09278,26.83848,28.10646,25.51178,26.45219,24.30702,26.31939
FBgn0038603,71.47709,67.31346,69.11472,68.14746,69.93117,67.71817,64.89176,63.44715,59.90593,55.10403,54.97956
FBgn0038611,104.26791,103.22974,113.44358,84.29168,83.04745,76.7014,66.54206,53.50836,45.63252,24.16653,16.64666
FBgn0038613,50.16997,43.3622,41.08922,50.30655,36.64163,30.3397,25.31637,19.82943,19.48511,15.94372,14.90905
FBgn0038652,126.94199,141.60716,145.10717,136.16699,120.15482,104.78815,97.47897,94.61235,78.43413,68.44169,69.8275
FBgn0038654,12.168764,8.733213,8.888146,9.30178,8.3097,7.954453,8.027925,5.969115,6.020967,5.227109,4.785807
FBgn0038659,114.28669,110.87368,120.15828,99.51496,109.79415,104.3839,83.55844,76.43969,75.74206,66.70355,80.23482
FBgn0038660,3.505097,3.138112,2.963704,3.149179,3.713079,4.179606,4.566444,5.933647,5.315425,5.840263,6.296014
FBgn0038678,13.70642,13.546178,12.78934,11.84712,10.772884,10.836137,10.820686,10.682642,10.252801,9.656667,10.374253
FBgn0038700,41.80756,40.72554,43.79593,44.72787,37.24523,39.32147,34.15954,33.35961,28.84387,27.91018,29.42785
FBgn0038730,2.22364,2.091325,2.357075,2.61617,3.126379,3.472218,3.865874,4.83345,5.625786,3.649934,5.462866
FBgn0038732,35.12479,29.10033,24.92666,22.96218,22.78016,23.27934,21.4614,21.07783,20.89491,18.20732,17.74579
FBgn0038740,159.90409,167.30945,171.33478,178.98353,162.74734,130.7223,112.25514,91.25709,75.58488,64.33788,71.6905
FBgn0038744,30.41791,30.11002,31.35837,26.59506,28.22167,29.36003,22.4363,20.58662,19.91737,18.54728,22.6641
FBgn0038745,254.5314,246.5616,256.0226,247.0336,241.6266,218.5887,208.3489,208.9037,183.8647,161.6791,177.5903
FBgn0038752,33.37099,34.34832,32.11247,29.27992,25.33876,23.92362,22.26616,23.36961,19.68456,20.64728,19.63916
FBgn0038761,7.497816,6.109828,5.056836,5.497119,4.795234,4.486101,4.123711,3.404595,3.879419,3.830095,3.136409
FBgn0038774,39.80041,30.83453,29.07725,24.14225,22.67632,23.56037,16.12454,14.20665,11.38577,10.22986,10.45276
FBgn0038798,2.139426,1.936474,2.129455,2.26435,2.470641,2.012667,1.705112,1.931861,1.179113,1.205525,0.89129
FBgn0038803,60.44734,64.69066,60.22584,59.62121,59.78193,58.70139,58.9201,57.04072,52.18735,51.55389,58.52065
FBgn0038808,17.11961,17.85736,16.13727,17.35207,15.66183,14.75616,14.30363,14.56455,14.92628,13.71506,14.17297
FBgn0038809,139.7383,146.8507,164.2096,166.8798,160.6994,173.1282,167.3656,163.4342,151.5182,164.1818,175.3747
FBgn0038820,126.92636,55.78041,31.42558,30.71278,27.81238,24.58156,20.93745,19.85733,22.1916,18.58057,19.76979
FBgn0038839,56.10155,53.63156,62.91462,45.87864,57.48739,55.06811,35.75177,34.37636,29.64458,25.57364,34.08124
FBgn0038842,39.10471,37.927,41.78966,42.88562,47.44882,49.50742,53.74285,51.66516,45.0164,48.58272,57.38085
FBgn0038845,105.76066,98.48104,95.76431,103.8033,66.19156,56.39649,53.95153,39.50714,39.36479,35.29861,29.82994
FBgn0038846,7.704686,9.231943,11.586309,13.245036,12.316948,13.474245,14.508217,15.799603,16.118588,15.963023,18.026115
FBgn0038852,0.475023,0.289402,0.267535,0.235878,0.470864,0.563453,0.544847,0.46542,0.5384,0.660399,0.559407
FBgn0038858,65.98529,54.16124,41.45084,43.60903,36.42853,36.26726,39.47862,48.76215,54.0504,59.18497,55.02902
FBgn0038865,29.07458,26.14285,25.88542,26.89106,40.23901,33.60419,35.53398,44.38577,42.44512,50.90186,56.0039
FBgn0038873,1.742851,2.65966,1.116866,1.689697,0.88244,0.856426,0.526698,0.584655,0.564939,0.55211,0.651936
FBgn0038876,16.0712,15.765,16.60302,16.92536,14.93954,16.23372,14.31981,13.48059,13.24515,13.48956,13.09499
FBgn0038878,69.36175,70.43018,61.12047,60.07794,50.83016,46.90114,42.57227,42.2924,43.78735,40.38335,41.11437
FBgn0038893,12.93182,14.92593,15.72971,16.18903,14.65426,15.90105,17.38965,16.87215,17.00469,18.31357,20.37877
FBgn0038897,22.30909,19.74177,19.8524,21.21224,19.27372,19.52396,21.9494,22.8992,20.99624,22.66394,22.97747
FBgn0038901,0.413666,0.460845,0.640569,0.649153,1.036371,0.813837,0.895034,0.664124,0.556547,0.713759,0.890151
FBgn0038902,1.390622,1.244696,0.93962,1.204704,1.297445,0.860751,1.171077,0.997784,0.841874,0.715534,0.869104
FBgn0038903,11.039758,8.258556,7.487664,7.565923,7.380717,7.373554,7.307806,6.923716,6.676948,6.963679,7.294051
FBgn0038912,38.50927,40.41482,47.01257,43.04344,45.56711,47.13974,40.05171,33.24126,29.43602,24.43368,27.37483
FBgn0038922,342.5254,295.788,232.2778,222.6693,206.0612,190.9336,184.048,171.2634,168.108,153.0588,158.6532
FBgn0038925,164.72332,143.30773,121.84192,125.85939,107.96446,106.52698,108.60485,99.9279,103.14371,91.98093,95.7711
FBgn0038929,2.13683,2.328035,1.830586,1.459947,1.894992,1.681792,1.503341,1.197773,1.71424,1.271449,1.438031
FBgn0038938,88.50007,97.46283,102.54857,115.22194,105.09592,95.83651,89.95723,96.87127,79.61184,79.8351,80.41062
FBgn0038947,240.6127,251.5648,285.5044,240.78,244.4605,258.0138,224.8784,208.4151,196.645,182.8334,188.5431
FBgn0038953,41.81052,42.55947,46.76724,48.99458,50.09466,52.71272,55.11289,51.88378,49.96549,54.71808,61.47062
FBgn0038959,5.19609,4.642512,3.799434,3.984433,3.785588,3.913669,3.224233,3.208071,2.907787,2.817294,3.088863
FBgn0038961,39.43503,38.96624,38.79526,38.78531,36.8044,35.27572,35.61693,32.6958,31.9687,32.2068,32.16954
FBgn0038964,155.46652,119.27661,114.6182,110.81866,103.70578,104.40791,104.6484,94.74807,93.64029,93.01095,91.3125
FBgn0038973,248.57202,240.83887,229.94383,215.33565,146.23667,117.83318,98.87033,78.00336,70.96418,56.5103,61.09065
FBgn0038974,15.06489,16.78607,16.29538,15.92436,15.98239,16.80618,14.46127,13.81591,13.75796,12.04642,12.54188
FBgn0038977,3.588329,2.973099,2.321951,2.225882,2.633578,2.491277,2.371243,1.994774,1.762889,1.934814,1.935165
FBgn0038981,57.29025,50.81175,53.18123,53.10349,49.05065,49.70801,49.41748,47.06964,43.4756,44.7391,46.53049
FBgn0038983,18.56108,29.07736,21.10471,29.11782,19.7334,14.26351,16.05853,15.15901,13.76685,13.26971,13.29941
FBgn0038989,68.30641,53.88686,53.78516,51.43642,49.61667,48.35607,48.20101,44.32047,44.31852,42.77177,42.0668
FBgn0039006,19.89765,21.18097,23.61468,24.63523,24.57625,25.19951,27.89167,26.5092,23.76501,26.33621,30.32674
FBgn0039008,11.51337,11.11846,11.70968,13.55612,17.35528,21.28377,19.0244,19.27693,15.43819,15.05129,14.75716
FBgn0039015,4.738065,6.080132,5.498703,6.289292,5.268337,5.499796,5.096251,4.188747,3.602946,3.355217,3.516055
FBgn0039028,1.553735,1.018654,0.931692,0.565845,0.620883,0.414527,0.430474,0.480575,0.890717,0.821981,0.870476
FBgn0039030,47.267566,43.032967,45.25346,36.403288,27.332669,24.001133,17.969943,17.143806,13.302145,11.168999,9.649553
FBgn0039040,61.90537,47.77925,38.02537,44.10195,31.04614,31.97307,31.62025,35.76646,28.88556,27.16767,23.08627
FBgn0039042,0.712599,0.518408,0.613424,0.838605,0.834459,0.700313,0.715517,1.066965,1.090343,2.106902,2.609447
FBgn0039051,20.86258,22.10591,22.11989,24.24641,20.70008,20.35048,16.09561,13.51515,11.40835,11.8626,10.39915
FBgn0039052,29.26488,28.3214,29.44031,31.15157,27.03509,21.95929,25.07806,25.55274,19.64633,17.06937,19.1955
FBgn0039054,173.04415,158.03493,193.06327,140.89045,171.5421,168.56109,106.23817,91.51083,94.36411,78.76829,97.83698
FBgn0039075,31.45832,34.51585,39.27572,39.93817,51.42478,54.67283,52.74366,56.05768,52.93392,55.23468,64.58505
FBgn0039078,4.336186,3.160333,3.820052,2.551685,3.018392,2.490671,2.769669,2.608518,3.337309,3.239716,3.465743
FBgn0039085,23.50002,24.88594,26.04635,29.45437,28.09104,28.82885,25.46566,23.85657,20.67043,20.63048,22.01467
FBgn0039086,10.554508,10.491907,10.640158,11.61659,11.649142,10.022812,8.960969,8.232961,7.99275,8.311624,8.706229
FBgn0039089,13.707727,13.770125,15.968866,13.906932,15.593694,14.527688,10.523812,9.47981,10.071542,8.233623,10.066013
FBgn0039091,12.53502,14.719643,24.931871,22.277311,16.747634,12.83733,13.621923,8.336838,7.06947,6.599691,5.76408
FBgn0039102,111.07378,86.72883,69.71373,85.65794,71.41016,77.0572,90.0567,123.50334,148.33011,155.02462,124.48468
FBgn0039107,4.871423,4.161655,4.616784,5.366041,4.509001,3.332729,3.384503,2.664084,2.470875,2.131107,1.947288
FBgn0039108,0.934767,0.770694,0.596898,0.789285,0.77819,0.759854,1.434156,1.195196,1.457301,1.593387,1.995173
FBgn0039111,11.006221,10.269883,10.125308,10.160257,8.931413,8.94738,9.096274,8.206603,7.984098,7.696945,7.855797
FBgn0039112,144.43742,127.97995,101.14912,103.3032,85.88054,83.15694,78.85422,70.59888,70.90623,63.03049,63.24295
FBgn0039114,148.7554,148.7293,154.5541,163.1775,127.3092,144.2084,137.7318,171.8695,144.1889,142.3017,117.8587
FBgn0039116,13.578255,10.435744,10.083399,10.21422,8.905141,8.756353,9.691133,9.134044,9.607528,9.026554,9.533265
FBgn0039149,8.188615,7.650255,8.131425,7.014472,6.646981,7.269577,6.885704,5.873648,5.763077,5.669926,6.076618
FBgn0039151,185.00721,179.25728,173.43535,166.24777,139.17619,138.30931,121.29518,138.12507,126.11322,107.48606,85.73631
FBgn0039152,123.39207,117.60614,133.14162,126.99329,124.14459,102.31578,85.48793,91.91437,76.08971,49.34655,54.7438
FBgn0039154,18.54639,21.44891,29.17707,27.49963,26.3563,24.16409,19.55206,17.18304,13.69783,14.16584,14.88524
FBgn0039155,16.174589,13.976707,11.562333,10.007732,9.787078,9.694734,8.963899,8.846413,7.888581,7.657089,7.101515
FBgn0039156,113.15928,102.89844,110.82827,108.41029,87.82641,88.76135,79.47464,77.97957,77.20843,77.76456,80.13783
FBgn0039184,94.90256,78.23447,77.55736,68.87394,56.35026,50.48935,37.1066,34.15951,25.70193,24.50918,24.68964
FBgn0039198,0.383951,0.25771,0.383207,0.186212,0.327858,0.206597,0.201531,0.424134,0.764,1.005637,1.26227
FBgn0039203,11.82126,13.66408,13.10619,17.23345,18.7016,11.06263,33.94312,38.79404,32.46159,31.45669,35.96794
FBgn0039213,185.3481,177.6506,185.6371,178.8198,175.5433,179.1049,169.9527,168.205,155.0086,153.9506,165.4501
FBgn0039223,50.51308,56.28994,55.9951,54.94387,51.80054,52.46284,44.43943,43.29431,41.93852,41.76989,43.50561
FBgn0039241,168.0654,160.1877,127.5984,137.8539,123.7958,138.6316,168.1117,206.8394,245.7985,297.994,318.3391
FBgn0039252,134.08144,105.65152,103.45639,108.72206,98.59172,97.76989,97.1212,96.50386,94.18106,94.82306,95.17202
FBgn0039255,0.875693,0.631496,1.142247,1.29735,2.091935,2.879356,4.823296,6.80039,9.371997,12.74639,17.452103
FBgn0039257,41.51862,35.94943,39.04793,55.89579,58.43146,57.0613,75.512,69.36725,62.5911,69.73643,78.16844
FBgn0039259,24.90005,22.90334,20.48085,21.13904,17.56327,16.77977,19.06129,16.55427,17.36218,16.54436,16.23157
FBgn0039269,38.30631,34.70713,31.39961,31.38841,29.51984,29.40842,31.53862,26.81353,28.31828,28.25075,26.78921
FBgn0039277,29.06238,27.79969,27.39367,22.75717,24.21736,25.53704,20.9437,20.03171,16.13897,17.48627,19.64328
FBgn0039283,4.499697,3.763866,4.001193,3.414639,3.480184,3.992627,2.8931,3.350629,3.297744,2.740509,3.385592
FBgn0039286,4.100499,3.384241,3.223955,2.768778,3.332231,3.644799,2.214515,2.734234,3.60342,5.657574,8.018236
FBgn0039297,9.381408,8.456166,7.929096,8.182983,7.165924,6.391979,5.933842,5.822463,6.156094,6.796568,5.834772
FBgn0039298,68.4941,81.11244,74.13956,74.13947,76.2821,63.46118,63.79321,55.474,44.80589,38.78669,39.20905
FBgn0039299,1.610237,2.224119,2.82022,2.960223,3.496863,2.716629,4.875298,7.142691,5.389277,10.747341,8.342169
FBgn0039303,104.08764,128.06833,130.64776,122.34491,122.94711,131.44114,119.296,108.6106,101.24051,97.43437,106.88511
FBgn0039304,31.76835,34.93437,34.59627,36.41324,31.72709,30.39163,31.14686,28.40886,27.35842,27.78987,28.5904
FBgn0039310,53.42642,54.69326,72.38478,87.88178,92.20048,92.52504,91.54737,94.78783,77.45071,95.05092,94.03311
FBgn0039312,93.73373,104.96612,104.87495,125.38604,96.65131,92.26782,75.9094,79.33727,58.80893,44.12262,48.13571
FBgn0039313,175.8274,205.10315,221.62194,237.78942,194.9168,175.14712,154.67723,139.21419,112.10081,75.11394,75.85667
FBgn0039316,32.038,32.25525,34.51596,33.67261,34.03637,50.43034,51.86993,58.36399,54.30371,67.32084,76.54997
FBgn0039321,146.93677,151.27713,130.74922,128.06927,108.59458,101.03933,95.93976,93.37214,72.48845,73.86074,76.25134
FBgn0039323,6.885359,6.17897,6.834623,6.651801,6.914676,7.687754,8.522048,8.464263,8.454626,9.408297,10.193542
FBgn0039325,87.7448,94.26054,104.02139,92.02558,89.8724,81.06771,79.75565,79.96435,57.8931,54.7808,61.06855
FBgn0039332,56.19962,50.12701,38.7114,42.42543,38.72858,37.18641,41.05298,37.894,32.73087,29.72538,26.83923
FBgn0039342,238.70559,219.77464,256.81979,247.01817,217.29268,243.34553,154.23986,156.94778,108.92767,95.31698,92.02891
FBgn0039348,410.3389,348.2048,293.4087,272.72,263.2634,240.5159,192.1206,172.9627,149.4509,139.9688,143.9303
FBgn0039357,13.487935,10.367456,8.93541,9.612094,8.375947,7.678131,8.591553,7.757163,8.096117,7.987646,7.279984
FBgn0039358,301.0128,268.5433,235.4699,215.2181,215.7873,223.7899,174.7058,172.8998,148.556,144.8726,149.8314
FBgn0039419,68.32657,77.9869,81.09853,77.38831,85.46911,80.94879,75.73545,62.91344,65.98888,54.67173,67.41601
FBgn0039430,144.9237,146.3438,144.0205,142.2498,139.9201,136.3977,127.3476,122.2737,102.3899,105.8,106.6876
FBgn0039452,12.556249,9.314403,10.03136,17.01794,18.262526,26.175225,27.686386,27.421349,35.3592,49.19389,57.846294
FBgn0039461,41.48699,34.04688,25.70379,27.91649,24.73141,21.46816,23.23168,21.5998,23.89187,20.5726,21.4123
FBgn0039464,116.78345,107.88584,102.32895,94.67419,89.27372,88.29202,79.60369,85.75824,82.34854,76.54669,76.97568
FBgn0039465,70.66035,73.05641,80.86303,65.23247,70.67501,71.12815,60.11546,53.07288,50.51926,51.54534,56.94369
FBgn0039470,39.551262,56.463237,73.656343,61.575048,41.252952,31.520419,21.720658,14.228048,7.824486,6.452223,4.320984
FBgn0039471,352.61238,242.68131,252.78199,257.46049,128.90632,119.26975,88.46931,73.78019,59.69426,40.98167,34.97789
FBgn0039472,242.838178,154.090712,152.543716,97.487134,56.554801,42.665511,23.840468,17.905121,9.121144,5.232553,3.818817
FBgn0039481,3.884658,2.88234,2.534051,2.703106,1.906392,2.302162,1.774891,1.69407,2.107796,1.907219,1.729079
FBgn0039486,22.271281,17.450565,16.117386,17.496549,14.423103,14.303098,12.919405,13.042502,11.592929,10.70085,9.549055
FBgn0039509,24.83918,23.85908,23.65919,25.16814,21.23156,22.05606,21.35568,21.17538,18.7197,18.85766,18.81984
FBgn0039525,24.21139,22.1042,17.56227,19.91298,18.41007,17.00699,18.1535,18.25459,18.77087,20.84197,18.27125
FBgn0039531,11.550793,11.277871,10.28461,10.435499,9.934853,9.911895,9.718106,9.241768,8.884278,8.677075,9.134389
FBgn0039537,130.29828,99.53614,97.55673,101.93789,78.22796,78.30004,73.09838,77.86657,74.75979,75.10993,66.35815
